latitude,longitude,tweet_time
-12.616406182082194,-77.19550631250873,869
-11.608304372181973,-76.81525779325509,796
-11.68426126356897,-76.74808905982721,1063
-11.63924133982306,-77.22776546301509,1192
-12.43244151736684,-77.06404121775702,778
-12.652553916473307,-76.786780282234,455
-12.712508423713858,-76.81829191998655,449
-11.67707035645834,-76.76543070413378,645
-12.65316621621926,-77.20044474096892,575
-12.203741429796224,-76.88775246667262,924
-12.502391075382056,-76.55791416913753,1037
-12.251596842535275,-76.53698325424241,690
-12.481349472438696,-77.19861656061278,814
-12.560576925900456,-76.5844821213377,302
-12.359015498081236,-76.83881821117517,330
-12.500611694920964,-76.69766576348141,868
-11.740463043135703,-77.17948274836805,342
-12.129015084477617,-76.70970712907253,624
-12.735749458690835,-77.24313796578653,1425
-12.646081450530472,-76.79358669991014,73
-12.919669753516377,-76.7655448726008,378
-12.550467049799176,-76.76821449887336,761
-11.995722763188793,-77.25307403782442,46
-12.725562445137154,-76.99264702973706,1108
-12.85119646468682,-76.70448355213891,395
-12.518476920913077,-76.66254575245534,1126
-12.081216649764269,-76.96759354332865,760
-12.290829931338912,-77.17038617600124,587
-12.501714607792753,-76.90044275144355,642
-11.675572363099288,-76.77978884704198,152
-12.297163453731596,-76.56367893386758,1047
-12.317429994253446,-76.75492440603958,62
-12.952514863381863,-76.64187139443958,941
-12.040985752631094,-77.08820231699673,160
-12.310982673248146,-76.63340869211028,5
-12.782384291791915,-76.81042298945196,1368
-12.634391226991022,-76.86080839143814,115
-12.696454402323495,-77.0865091406572,1220
-12.816852668611476,-77.1368835202104,619
-12.346687949501819,-76.86489850362604,113
-12.455069417615906,-76.58684882234466,750
-12.45981543238621,-77.11169767229501,191
-12.622707748032553,-77.0770457066562,967
-12.345360199719488,-76.5416632558714,1341
-12.178715493703384,-77.27871425513158,590
-12.082747342420253,-76.91168870572852,784
-12.670261493838547,-76.87698630356203,789
-11.908234906652192,-76.75942017107054,278
-12.959456393155781,-77.14481135269625,741
-11.874339650050963,-76.84286978054537,45
-12.575548598801886,-77.21242775403294,197
-12.444998706462108,-77.08639340083428,915
-12.128933004584113,-77.28791362615969,480
-12.084322909433888,-76.93727159920617,1433
-12.368268013795868,-77.15991172363117,229
-11.593151578925047,-77.22259708842289,125
-11.712511864685222,-77.02455271366432,1095
-12.662445161812322,-77.23662585021118,823
-12.116634709049038,-76.76846939548302,731
-11.918522488890194,-77.13930557175209,1314
-12.674584626285077,-76.73178176645874,938
-12.97232436273294,-76.62811459946856,979
-11.536593189301772,-76.70696110468432,1394
-11.56247737727689,-76.68971913909259,306
-12.519478462200302,-76.78498763237187,153
-12.64132775875691,-76.99895967525137,1183
-12.76807796825352,-77.02116426731526,370
-11.969281374378903,-76.84484636753214,861
-11.86706249235811,-77.10156116245,149
-12.369396534250164,-77.02428202690928,562
-12.635785880227047,-77.17576012654838,116
-12.326914325877986,-76.67589016060639,1439
-12.22546097184173,-76.71150051253785,723
-12.184894191110962,-76.89739513368141,459
-12.334948818938457,-77.00434158725807,0
-12.994399377393385,-76.74266069724081,874
-12.292333323756834,-77.23225858416595,1194
-12.479092166180742,-77.26180066305064,22
-12.165157003682536,-76.74018623031294,149
-12.895932122282774,-76.85994969625717,1200
-11.68121610891733,-76.71341001137048,122
-11.686838477337707,-77.07633973569722,675
-12.153826850807349,-77.21336312591632,856
-11.894320493411485,-76.95603048291935,287
-12.343144389078159,-76.95864628054089,918
-12.11455023356174,-76.69275889605927,722
-12.073488728693041,-77.2022915307777,246
-12.469167123863002,-76.54313959951556,429
-11.5586917400528,-77.25520298757223,1168
-12.0960944556757,-77.04965092400033,1392
-11.514202725671185,-76.7375963800996,819
-12.35144384779295,-76.72602993385767,809
-12.951518848618733,-76.84635431401311,1137
-12.546344525440778,-77.24324286518143,1085
-12.023818401691416,-76.61491162783601,23
-11.634484753221104,-76.79221702168151,1080
-12.077253633701782,-76.69293992705776,389
-12.292354501908317,-76.99101585981819,1106
-12.878885441505195,-77.1053023075211,626
-12.782865412634377,-76.72392450653982,626
-12.919795930521968,-76.64758683234747,75
-11.933226406828593,-76.64998365746175,159
-11.753362901095205,-76.72625888232382,664
-12.753341572872507,-77.18884089951207,63
-12.51215148226974,-77.12256836090168,735
-12.281338514683044,-76.89964965426293,515
-12.785820191467332,-76.89411992420438,1190
-12.375713049183885,-76.90917089807526,129
-11.549751837771844,-76.63916911211936,1430
-11.921277733234486,-77.19969506658789,710
-12.749602314025415,-76.66618849530516,1107
-12.851778148629,-77.28213363885315,699
-12.332273670349707,-77.0415408869044,16
-11.518073308794149,-77.14279999220535,250
-11.810076141349471,-76.87868400602606,499
-12.56031488180783,-76.88088508521807,615
-12.96057893727475,-76.89476468802597,854
-12.383066619066087,-77.06894566269412,329
-12.75919403689457,-76.88255812830946,1339
-12.729578708134222,-76.73537715872669,1016
-12.756552760239442,-76.98498301579785,295
-11.920588510711845,-76.55708665962958,1229
-12.946237881685976,-77.24522462565106,304
-12.152900699481844,-76.51031923295922,823
-11.871218674309526,-76.69089078746879,1360
-12.765386308574513,-76.82545730634598,1401
-11.660603482507371,-77.13732477091955,1233
-12.882798355139569,-76.79815353997955,162
-11.975940989720844,-76.65833347267201,1417
-12.742053308545366,-77.09708349794865,810
-11.790952315600572,-77.26808337694878,19
-12.142903295880696,-76.94579756962412,719
-12.116191237136027,-77.05645201804056,1424
-12.480966223681627,-77.07108127290641,1015
-12.575105901058965,-76.72015470877454,49
-12.305018395651897,-77.18157400959986,1115
-11.86342934152568,-76.77925403660144,200
-12.747670288653673,-77.25098386996832,175
-11.77559579593408,-76.56408982733312,416
-12.280243151917292,-76.83113002590795,802
-12.321679050064631,-76.55521476084493,918
-12.975102527475382,-76.60569918197434,1069
-12.813707116793807,-76.60413370541886,1112
-12.352040997101986,-77.20419990623432,227
-11.528052333071727,-76.7432937086501,886
-12.624775447331555,-76.97968450013433,14
-12.984616812869461,-76.9327132047694,348
-12.346232482620865,-77.07672076962798,967
-12.97606901789365,-77.1881276797503,1188
-12.49566772263758,-77.05494591850824,457
-12.46891646456351,-76.8603791428946,585
-12.99647032620275,-76.97197545403239,315
-11.830648064460824,-76.7368868441297,620
-11.630722650171084,-76.62877532330643,268
-11.501859318991045,-77.13142847525633,146
-12.236827606127589,-77.25497109653975,495
-12.540071328560266,-76.50732638811184,304
-11.923787895558231,-76.59388341947763,1302
-11.89530572635393,-77.08790378700287,1078
-12.431217512328631,-77.16990663493996,1207
-12.151622070658098,-76.539170515396,1139
-11.767344187047133,-77.11404916719157,1383
-12.716238308430416,-77.12248826343485,184
-12.96929064109046,-77.21212787681597,928
-12.190455234790827,-77.0696794051401,567
-12.00341165337654,-76.62719438418358,273
-12.137540501377824,-76.84413695857693,314
-12.105633554375732,-77.2264120903156,1155
-12.410360701380727,-76.52606845671579,142
-12.022757908704277,-76.86840072331394,769
-12.935783254315686,-76.9666408962887,160
-12.773223036659143,-76.67260306323382,1275
-12.332787467441836,-76.85172036841473,1171
-11.58551785829044,-76.58338520246897,449
-12.033262071620694,-76.7381186647628,998
-12.467082238312715,-76.765412990347,1344
-12.31306116829437,-77.02980298002113,764
-11.73154836291138,-76.50814856441853,851
-12.186295493475654,-76.7784630552916,1015
-12.92819971558937,-76.9464966308044,535
-12.374701333230023,-77.18199335906826,141
-12.417955267037438,-76.8554883482135,1180
-11.650165325170757,-76.76700027383285,1172
-12.541882173076766,-77.00282686729966,799
-12.90296019430234,-77.2483271382329,186
-12.467768105987748,-76.66127211317183,564
-12.934153591303524,-76.7768190820346,503
-11.751563008493878,-76.75234848700491,598
-12.114689653874445,-77.10396130858777,732
-12.295935690134506,-77.1954387973678,205
-12.460232440395616,-76.93833724319803,574
-12.3735148685062,-77.10696894283164,710
-11.81823846398372,-76.67521979327769,662
-12.729977875029386,-76.87443204244927,1104
-12.892841855932565,-77.19436934443782,1057
-12.1574125293637,-77.14299491207869,1247
-11.711640678753318,-76.59051813307694,1412
-12.156644811315244,-76.79470608132645,41
-11.80576745039797,-76.97955483721975,236
-11.660861365452753,-76.72337868572643,211
-12.884668224344667,-76.65290132912381,711
-12.116229752821923,-77.20846246591866,327
-11.750864334765714,-76.62641518810615,507
-12.034690281829894,-76.54276355845926,599
-12.112692029211793,-77.22799150325186,1432
-11.817886481073746,-77.04074050677794,1325
-11.93910398507457,-77.16565219643516,95
-12.247565785402404,-76.95603761968735,955
-12.933949914193695,-77.12390474131192,11
-12.0799943540841,-77.0100851468427,623
-12.680237165002758,-77.10642844418484,1158
-12.618870439407992,-77.29712364673358,1388
-11.980684074264053,-77.28475887834674,428
-12.320357502080112,-76.8880762885682,131
-11.924830102805624,-76.88913503907328,1435
-12.41116180358309,-77.27114099442761,45
-11.694952494416157,-76.74042864673928,700
-12.359397536194468,-77.27849318907745,879
-12.259264893549478,-76.91074425234989,719
-12.810594807753729,-76.98382998829598,551
-12.244652411165763,-76.59359958845774,371
-12.640299575536705,-76.83882810550868,1306
-11.855528765781365,-76.6420626443416,394
-11.928933137020202,-76.50133295542022,512
-12.976235258341369,-77.15807781131004,148
-12.259281813296504,-77.24979990932906,714
-12.93190899790569,-76.68041906315077,214
-12.146078254935503,-76.79472429829477,1363
-11.647541609679873,-76.79268496747132,904
-11.699246688399356,-77.04699408407845,490
-12.63427736463406,-77.21804473645985,1220
-12.789829277171558,-76.72303278664849,72
-11.813403286627803,-76.86533210929566,1026
-12.18072587177287,-76.89880098381738,98
-12.364256189110867,-76.71122076480557,1411
-11.784253495849187,-76.50910699556218,646
-12.621232739573665,-76.70781892329752,1039
-12.663087486746694,-76.55232813650632,347
-12.08210216387773,-76.9811730549378,614
-12.591122207751148,-76.5815364190313,369
-12.359814702728206,-76.71812160260622,268
-12.317778166400721,-77.00265866073845,747
-12.692464331664125,-76.89285811692233,700
-12.907472893639978,-77.13808283469047,759
-11.84998297875145,-77.23492899953405,1219
-11.82461890803017,-76.92605299934422,663
-12.102445634450786,-76.50542798800117,223
-12.777085662883385,-76.60364079487842,1109
-12.285680154114255,-77.28670767707908,1003
-12.733150953171242,-76.5241268152949,1284
-11.678089814399748,-76.92484931570294,1183
-11.95406706688222,-77.15686764223135,87
-12.952935137756768,-76.5680937995833,1380
-12.99750113616224,-76.56011620175315,430
-11.524358622649164,-76.62246435508955,1233
-12.940229649767288,-76.80297313939298,747
-11.701210404624094,-77.11073065024516,1096
-11.566276558567557,-77.10723015863479,832
-12.53784443909721,-76.52753770494706,787
-12.18979515955856,-77.07695332286467,498
-12.028887750478692,-76.9620060868358,364
-12.219359770900734,-76.69773801712942,1281
-12.679743753717371,-76.64120274508328,608
-12.12814818363757,-76.97088898269024,1365
-12.611993735018052,-76.98349587680616,1182
-12.752466512939924,-77.01440992999157,226
-12.241713909683567,-76.98930032930934,777
-12.442001761483388,-76.69335514091071,1365
-12.958885397941398,-77.2504461382433,570
-11.575483340786018,-76.65987310234163,362
-12.94066507542174,-77.12814206706263,229
-11.645566263319006,-77.17082381629919,1158
-12.715395531920707,-77.2033825111182,292
-12.787206515642827,-77.11154308631393,476
-12.896254069528856,-76.63290488588737,885
-12.361442901751674,-76.86962206097985,1026
-12.119706286641541,-77.08482757964612,806
-11.64439812401843,-77.15124311772738,905
-11.824377202349481,-76.6843698407884,531
-12.760564550076424,-76.89560237578115,801
-12.748411193591533,-77.20377579502448,771
-12.98775944936236,-76.99983683826424,1193
-11.968267705891021,-76.94402739359992,401
-12.973781099562837,-77.01683892160422,819
-12.792177341183999,-77.08785094182076,128
-12.048176766803984,-77.03676807219463,86
-12.774597588874476,-76.70882566591538,460
-12.770174890850965,-76.5375625977204,899
-12.648995291376743,-77.27932423644262,229
-12.422108781610095,-76.79854498374198,968
-12.98820085352895,-77.24177067168698,685
-11.8809063936471,-77.13826221151565,158
-11.839264383650914,-76.86447844389978,1089
-12.449883655407062,-76.66485900327736,1359
-11.802814280834376,-76.95153773644624,360
-12.572842554677186,-76.59642376825401,253
-11.521459817745516,-76.72738828109715,1428
-12.40340163988122,-77.14500572649366,1172
-11.996775202106212,-76.75103130096743,705
-12.51633099835355,-77.0452889696203,511
-12.323753726978238,-76.68663249717959,1331
-12.032373470248352,-77.11551735494672,291
-12.478712455560775,-77.18440132173787,1422
-12.01511151718196,-76.78980215628218,1124
-12.780977806941953,-76.8067031122298,328
-12.274371173042695,-76.84119128207021,384
-12.590711303238706,-77.1054456479751,15
-11.619957409242001,-77.1352150344791,982
-11.7629444655363,-76.57004721002527,905
-12.268870656356768,-76.8738722157358,1062
-12.31937490400913,-76.9747706895948,495
-11.74901619459779,-76.64443121547487,10
-11.96432481565971,-77.2593745290931,29
-11.975019096331751,-76.7592037799716,167
-12.177618217233329,-77.18206444050965,389
-11.70646071366135,-77.11909365005329,379
-12.715750607594972,-76.78842877533167,689
-11.707170824408939,-77.0762479092642,944
-12.218888284448807,-76.67757515534625,891
-12.068008760700085,-76.88513659737607,1044
-11.556367974089746,-77.04161574339837,1347
-12.363245094831816,-76.6082941261238,878
-11.997951914712347,-76.79693159744032,346
-12.21680495129955,-76.9629900602048,290
-11.602591264268568,-76.93726559840289,1423
-12.26853168288978,-77.0851421370974,1082
-12.61580207376523,-77.21321970772408,292
-12.275900401953674,-77.05793400130719,632
-11.624863787275096,-77.08855071908793,1161
-12.248928124814405,-77.03144042961907,816
-12.780788204894053,-76.92466618131304,278
-12.187588669726454,-77.24957272835705,1392
-12.418601078219913,-77.21520064050188,502
-12.02533895842464,-76.71645329872588,809
-12.637971971544271,-77.1532812053405,733
-12.516560132743267,-77.02882279992178,1320
-12.225137257938679,-76.79044243612134,810
-12.822577898635494,-76.51844437716753,363
-12.684241807210693,-77.19360712679469,209
-11.797988022889438,-76.69410499331774,459
-11.59117079059413,-76.90697610981485,778
-11.545697142848935,-77.22498819450257,943
-11.59410751338339,-77.16481306776099,641
-11.5869710685203,-76.7446005050348,91
-11.768361372289064,-76.59643172545708,982
-11.896578138165665,-77.29030114991882,844
-12.652241929477658,-77.12173176597003,875
-12.33740469246544,-77.01362849105695,1047
-12.403051449661898,-76.50896115955898,922
-11.904484746593855,-76.77824235961913,1166
-12.286920463356331,-77.01134325532614,212
-12.459739567643588,-77.1386522319041,102
-11.77888756105732,-77.1185802384818,513
-11.875140417629098,-77.26041382932637,1161
-12.44677418416103,-76.50427088529808,721
-12.371018878707046,-76.51421093437398,690
-11.660217722703104,-77.29105005636501,751
-11.900982212665786,-77.08336040602256,1352
-11.96502612426024,-77.28364318982432,587
-11.932444535607235,-77.05860867449714,1015
-12.846545836104845,-76.57899562760723,785
-12.154747729709188,-76.60018070293252,116
-12.563498367676027,-76.75204409354885,364
-12.872750714904033,-76.51028629379798,706
-11.90339940061975,-76.70319103433111,275
-12.543496940592158,-77.10686529701793,1314
-12.534912443429567,-76.63204594968803,93
-12.040216846618096,-76.89365464277924,834
-12.000605234064718,-76.89682796221341,270
-12.288903004191022,-76.63365845675794,1169
-12.165298626033312,-76.87252745096416,482
-11.72666910323085,-77.03818334186106,1339
-12.839379598128183,-76.557003721371,1033
-12.901974271040471,-77.24114383716393,42
-12.015632706743185,-76.77377813315444,615
-12.094283740255518,-76.67165284400589,839
-12.721114862340924,-77.25900701363736,795
-12.217151799284869,-77.11250420015371,224
-11.881498214642509,-77.12140756288946,208
-11.902441176727102,-76.58858274081584,140
-12.10641541570174,-76.7797523074275,1042
-12.804328929568433,-77.12644210845427,365
-12.543989294567968,-76.57217431132443,1062
-12.391326720297192,-77.10504276060239,436
-11.817620616849544,-76.77038457741823,1102
-12.184285832150511,-76.93806003556085,804
-11.900200077180587,-77.22191049566463,266
-11.614735680125019,-76.69740135130236,1120
-12.064115224283995,-77.03784655933465,203
-12.644279379971444,-77.01199079844194,399
-12.790628715199123,-77.12834404701292,896
-12.99918594662725,-76.65658553604538,405
-12.736557518831193,-77.17198077527132,1232
-12.596182775089146,-77.12542308583217,185
-12.595330841512428,-76.97465395295906,687
-11.999377098642011,-77.1809409657725,558
-12.774641084676626,-77.20975731819344,118
-12.346814642693504,-76.88264716023963,1343
-12.992637957898888,-76.53715188409848,577
-12.608257652977043,-76.65857756197768,510
-12.938418186637776,-77.15831251559115,1039
-11.93566043002797,-76.82992198910853,934
-12.468540383873663,-76.66515060322513,1428
-12.279855393703256,-77.18404995295586,704
-11.857820281433488,-77.2344679625234,22
-11.705615437193332,-76.58711608581451,893
-12.224989746616544,-77.10396492214224,777
-12.02534260992167,-76.90169764698146,1107
-11.896025967695907,-77.13300363913855,779
-12.57202915473059,-77.26187477447792,350
-11.939108283301595,-76.88943166068539,40
-12.019480886329703,-76.95193559724038,567
-12.335403391712813,-76.71881279025159,205
-12.488861067060865,-76.61406768355816,1413
-11.539510914920086,-77.18669998550973,36
-11.520522081886792,-77.16268160633435,363
-11.957340424576662,-76.53979744435333,447
-12.423757536769028,-76.96564092785549,1280
-11.872696610421027,-76.53783544318408,598
-11.981140864215524,-77.02925787865904,770
-12.18252160350609,-77.02184071760472,668
-12.802244680230313,-76.73441347334641,1045
-11.580095761041598,-77.22242750065386,568
-12.650850257318513,-76.96962585747208,1214
-12.410112014774061,-76.99561465696918,587
-12.486375177764296,-77.27172792971845,159
-12.769367089466575,-77.04990576912009,131
-12.963235183863487,-76.98119270081814,773
-11.605297277119652,-77.25360536011749,1400
-11.89079151311752,-77.28388726569436,37
-12.968929162124228,-76.82010839558488,661
-11.968349544913057,-77.1353287731255,294
-12.805442908267906,-77.00994271058717,1396
-11.914013252254698,-77.23595250826862,519
-12.24223071801861,-77.21928222621526,1306
-11.533216608963786,-77.17644858210939,663
-12.351467835843923,-77.27615148107704,602
-11.876579960364834,-76.6900930299968,595
-12.938034781058892,-76.5750752543563,105
-11.596666838744108,-76.88228582543854,713
-12.156310193446641,-76.64685560295018,1012
-12.528672846267746,-77.19155743767274,576
-12.809660629964972,-76.9405796292983,1240
-12.038771321344766,-77.18560503971739,874
-11.88055991373494,-76.50377009582068,1099
-12.871998812532595,-77.25349417336167,393
-12.753009577321063,-76.94480453392393,1084
-12.421859745785275,-77.21020027221597,592
-11.722363925849997,-77.24506985940909,453
-11.525603388382542,-76.71201573841363,1150
-11.882459109591228,-77.2358978964025,1421
-12.991631404292256,-77.28083638840958,829
-11.644813679710527,-76.54028240305357,209
-12.960168981784637,-77.15218760375002,482
-11.654310012782144,-76.62444971685427,1113
-12.384524479732912,-76.53761543682799,489
-11.88728603124128,-76.69842215854578,1163
-12.869398473909511,-77.21695165151124,1351
-12.752609581104808,-77.16362071670859,652
-12.323848188927325,-77.15669347163602,855
-12.942241453989128,-76.77684679417293,951
-12.415364892474248,-77.15634788769738,926
-11.872050912907712,-77.27601828870891,195
-12.01793071594182,-76.93315277692405,1293
-12.472333950348858,-76.8287384870713,1270
-12.9867335311944,-76.93167432036302,615
-12.595484869276254,-76.90868283616864,383
-11.835656553559115,-76.9345404246014,1346
-12.48920575553304,-77.08765133550871,960
-12.433754695344835,-76.53528374009659,267
-12.88870251730448,-76.62953137965124,196
-12.097464108545394,-77.04171806083161,1292
-12.067149484439383,-77.26826181704136,390
-12.353726414742034,-76.6136020114936,566
-11.859143677310461,-76.70621740330606,597
-11.684701115466924,-77.23500077305854,617
-11.874191868667312,-76.74158825899393,1201
-12.183539487690826,-76.93790852373972,631
-11.596464183305468,-77.19571894057528,1060
-12.426693496241855,-76.72022893049432,43
-12.01791342382341,-77.01543876528801,10
-12.137139765325285,-76.57164897422518,520
-11.737648210824482,-77.2656903844323,375
-12.250610097043243,-76.55013875679496,1067
-12.16977048329511,-77.22961716438826,378
-12.319279849738098,-77.27107908774703,1222
-12.789222977734447,-76.83456292436048,159
-11.670360190073405,-76.81155478416804,169
-11.70726338937714,-77.14188085578714,279
-11.946312062542322,-76.5992097188249,888
-12.478313343251585,-76.65837896739532,556
-12.467360444040542,-77.0739371956161,1413
-12.945999082017991,-76.94553982240869,518
-12.883527810313785,-76.67334805694209,1161
-12.229303486364865,-76.6333105085268,889
-12.925276314431784,-76.66298418981042,1154
-12.851169708385031,-77.08566234089528,917
-12.623191975510753,-76.68774556455277,458
-12.439462132934395,-76.79391725210283,1054
-12.265980053776682,-76.87901147748074,553
-12.513218295982618,-76.52913297304691,557
-11.588972829393956,-76.82157416432435,3
-11.57365734011931,-76.60500971570269,1345
-12.915936814682953,-76.69812948844287,596
-11.521877199960601,-77.26393264173022,179
-12.740643081543677,-77.08645433869073,727
-12.502937671903863,-76.81267037538647,642
-11.744476725964322,-76.94936344623368,1206
-11.968422196100875,-76.53560491764104,1069
-12.91263639050198,-76.83310556392566,222
-11.838095333980093,-76.55673249463122,73
-12.00513586339305,-77.1352884793524,457
-11.57425525253916,-76.5817908050537,138
-11.63498661649243,-76.87028668291278,979
-11.537158700695048,-77.12873941553316,1261
-12.317671239120719,-76.98781724965549,58
-11.94023912729602,-76.52493703203979,26
-11.55714108570495,-76.53241658301022,249
-12.996820790925533,-77.28241663416621,958
-11.816602193007965,-77.05407246867757,450
-12.91906730564856,-76.58053196470145,470
-11.501625622749458,-77.27398442150513,1054
-12.97917761791486,-76.53445153593606,596
-12.167945159025354,-76.98961488833933,251
-12.218624736885099,-77.20815209027842,1131
-12.542898502713719,-77.05908539250277,839
-11.901478590354996,-76.65346987704025,283
-12.614503374738554,-76.50124800908672,21
-12.563821773470574,-77.19295224733338,1134
-12.729461045316086,-76.78994945834779,1005
-11.928899567986905,-76.55975258818424,990
-12.744946077482151,-76.58023061018264,950
-11.653490910258935,-76.99331338237634,721
-12.568247227628337,-76.60738076770342,971
-12.222066509975708,-77.1467298855479,121
-12.287403743040747,-76.79430228997414,614
-11.946471101678267,-76.82160014204749,414
-12.648943747411723,-76.67369239731427,1135
-11.742041000567795,-77.11680311428306,339
-11.893157149164137,-76.79691884413901,785
-12.486078837077223,-76.81166005574954,1052
-12.819567846075298,-77.2326210258098,81
-12.242852519935687,-77.03552642278629,612
-11.52921179592029,-77.13404956231572,1225
-12.963618385632795,-76.5003264175312,68
-11.732708158531157,-76.50752022477829,33
-11.95035503170172,-77.09805415356864,359
-12.725229019776954,-76.65318339622716,992
-12.285369541957419,-76.64682981849573,1234
-12.058480653836803,-76.55127724331219,689
-11.954973607119856,-77.19666293308511,558
-11.617952530986079,-76.76592316952699,703
-11.690384960942914,-77.13529137453953,1369
-12.507359189920678,-76.77387247293166,1093
-12.819947583446993,-76.60225791495921,341
-12.843600340164834,-77.23500456693856,993
-11.54688480577027,-76.79040469650573,1343
-11.566272344090967,-76.86991561410852,249
-11.770730340431774,-77.15952260273878,1347
-11.52930627708128,-77.10995482435223,568
-12.588747833567613,-76.88359914853012,1025
-11.761655795208146,-76.61160632211157,723
-12.246655542564268,-76.75985467387164,538
-11.801168350976448,-77.27804080011663,524
-12.083755702244611,-77.19904377692859,1250
-11.730722777090772,-76.59387065014809,1384
-12.4039813888028,-76.77789459887231,1170
-11.516290340835942,-77.2855497242493,1428
-12.671153637235463,-76.82308329853132,328
-11.991085667371504,-77.16513858124489,650
-11.79613198201265,-76.56405840336227,841
-12.121370043180129,-77.20206426743539,1210
-12.564557000750613,-77.23842010233744,261
-12.158051343800775,-76.7841545316533,532
-12.24293882858174,-76.66580371035649,653
-12.714817741359342,-77.08095129515496,1329
-11.855195031164726,-77.05892718984428,1190
-12.599217964472382,-77.01456829077935,998
-11.751832061417712,-76.6873532951564,300
-12.678520404222347,-77.09040758336512,1135
-12.24652491655291,-77.22947875636687,587
-11.957172106293868,-77.0526627137589,806
-11.506253869470596,-76.52717346614493,1213
-12.593515225753501,-76.95237001977917,1225
-12.046584809400898,-76.85201722764874,933
-12.76996410742372,-76.69015802500222,1112
-11.770539829999024,-76.85317737806729,267
-11.70783174668971,-76.77452183304247,704
-11.668064626341478,-76.5957209078238,729
