longitude,latitude
-76.82065217888443,-12.010611291687773
-77.16346970626658,-12.130719252035993
-77.13542092558683,-12.026459340304811
-76.81570147889146,-12.04059810624105
-76.98498394254386,-11.953659960779113
-77.19432134621131,-11.945962539652943
-77.09694720049458,-12.181878396091182
-77.02002253029245,-12.050154954149411
-76.92283643559009,-11.949656033714305
-76.90673584874529,-11.998745496567965
-76.80183139482982,-11.857404063524672
-77.0849955202465,-11.936522547352423
-76.9847119592526,-12.134826229167428
-76.98667058085616,-12.171772501039827
-77.0377418962211,-11.943032288717474
-77.13233524246303,-12.18939547578335
-76.80901737472647,-11.965689767490614
-76.85867312533337,-11.823907903430017
-77.00066678868231,-11.969810328849649
-76.95870183092639,-12.044732029517391
-77.10909557857613,-11.942684712623059
-76.98248517184331,-12.016698843803393
-76.92201194675141,-11.981753284273626
-76.99393318864537,-11.82341407648939
-76.80388593176602,-12.04555894487969
-76.9554633375009,-11.815523774470435
-77.05161051496313,-11.837859743217575
-76.89113918895366,-12.121683546084281
-77.13181499536735,-12.172255479649934
-77.0461936745175,-12.159688799449029
-77.06121641984896,-12.19271126973938
-77.02727716195689,-12.162222815697628
-76.88728806962851,-11.926797290633457
-77.00633078713464,-12.171524540615907
-76.88239421989361,-12.072409747882496
-76.96940443874405,-11.862049875612218
-77.06317222613698,-12.190691225705669
-76.8760085025266,-11.874212606964425
-77.10468413177877,-12.08725809009064
-77.11024680808008,-12.152734068951338
-76.99819883037807,-11.92130513385434
-77.09566030161517,-11.948422861288046
-77.19636518601952,-11.84901119458918
-76.94068098908048,-11.905971582478447
-76.99556247141103,-11.87860762784606
-77.02179287420273,-12.087186170971478
-76.81321259415267,-12.129024182488111
-76.97152032641483,-11.899754099343657
-76.85462736888424,-11.877266104293096
-77.14421990551794,-11.803797943199731
-76.97231741474823,-12.034952929235429
-76.85280814930763,-12.051192765682886
-76.96675769708804,-11.889434815703202
-76.9127943287492,-12.063678583898792
-77.05118257287512,-11.827697069758575
-77.16302019318518,-11.856634899262795
-77.01683988194917,-12.028402389049992
-77.04220824366446,-11.899651572883402
-76.85317592704843,-11.898182850366128
-77.10240187905902,-12.158750452465627
-76.81330630898596,-11.838978837328174
-76.8167447520782,-11.997899051020857
-77.10094734277142,-11.869417013556903
-77.06077921780907,-12.071980159587754
-76.84177770365045,-11.84179070860152
-76.81335111164155,-12.044319328506335
-77.02262435886558,-12.19566493940788
-77.07160118174365,-11.837847209432296
-76.98956239469938,-12.163485329285546
-76.92489231745371,-12.072274544963834
-77.09061019385001,-11.819975213179678
-76.90541073015237,-11.819757141224978
-77.17933705715414,-11.970624844750686
-77.18028220289423,-11.94726511513208
-77.04548491794178,-12.020621791208672
-77.05861072317572,-12.082715691320773
-77.07374671385314,-12.068534181852034
-77.00359209493243,-11.930992617569185
-77.07170656707537,-11.899050188224928
-77.12309683261276,-11.88336838250966
-77.07621218036456,-11.88415274288218
-76.81003829087591,-12.163517558780523
-77.03555463320207,-12.002231878118968
-77.02211488925667,-12.176976495993342
-76.96938200401955,-11.980188447070505
-76.8066636926343,-12.02338779945065
-77.1033594894257,-11.84491832689668
-76.92748715578702,-12.059633994979169
-76.9136061225833,-12.153173193428957
-76.95707023328278,-12.142803327178866
-77.16456866414535,-11.895395747313012
-76.92925108966897,-11.952712774673495
-77.17436211558554,-12.159550929550884
-76.96154294018004,-12.166357277554
-76.9041675291113,-11.919612347416352
-77.11561204375202,-12.170894797454322
-76.86335119698289,-11.871255976283859
-77.1878584777868,-11.917503109137401
-76.86247485453667,-12.16746048774324
-77.0158683797429,-12.166064914365922
-77.11296482402734,-11.80534416859953
-77.14648874200242,-12.050291681697551
-76.81867713296705,-12.051743141173244
-77.17093376496754,-11.874880173096999
-77.12036263202563,-11.821100569046457
-77.06087106102679,-11.805599574470852
-76.95190606041555,-11.898648725896424
-76.98207956588956,-12.049496165787634
-77.14974260303508,-12.166599713320531
-77.08410880650472,-11.889141233629026
-77.10449929156559,-11.976638300105678
-77.11458285820386,-12.03031119630121
-77.03554226540801,-11.837458245962106
-76.91838741896333,-12.155521007077539
-77.11301882711311,-12.002949958283656
-77.0533284481188,-12.195458542093032
-77.04363302926353,-12.01253574320235
-76.80941738822584,-12.177478689727264
-76.81813345724836,-12.152472833492771
-76.87994496689917,-12.152989501289158
-77.10333643167233,-11.940315879153575
-77.17278507436333,-11.90158204829383
-77.07323834491176,-11.966652493961137
-77.09328218022647,-11.815130980610183
-76.99762967994144,-12.050051768190519
-76.88890883597288,-12.085715165487255
-76.85667082444846,-11.852560348724216
-76.86205436583579,-12.110561664592218
-77.05612977551077,-11.814710984223757
-76.92510626261573,-12.195138210124073
-77.07486632099031,-11.812048469316945
-77.17563778270593,-12.182736035219769
-76.91937389375882,-11.843542754520772
-77.1960689789721,-11.988919556365481
-77.0363269650166,-11.802814081552281
-77.06824829227916,-12.17048137410584
-76.92264898459246,-11.978458286239471
-76.89350181089584,-11.81227898575236
-77.0783621456115,-11.99076086233194
-76.87534919422205,-11.948240544745895
-77.08243329579803,-11.921700524406154
-77.02146945600538,-12.018183574092891
-76.90919258919435,-11.948976767966375
-76.92283190831009,-11.96627427523076
-76.80505261107511,-11.839536795803605
-77.10993559031363,-12.181821447863417
-76.93507283458416,-12.087614724163107
-76.95612723668968,-11.819835406369377
-76.83396061820399,-11.843894486443634
-77.13745514334205,-12.017737298885715
-76.89928073456522,-11.951946960879386
-76.9726925534925,-12.089047526807546
-77.09013365208484,-12.124751536110494
-77.01022603434113,-12.014520638024008
-77.06648936117209,-12.058659108789579
-76.96827463888461,-11.96653755525965
-76.84439975567413,-12.168906145214006
-76.97227800623511,-11.810242076933534
-76.94731103266936,-11.80551570220816
-76.99250086115411,-11.920735314392102
-77.17953379742181,-11.985561453462353
-77.10685657724956,-12.076188953485469
-77.00319930822717,-11.874481992117222
-77.07590588650211,-11.926107530978449
-77.12729456089552,-12.134953224262043
-76.99834686323263,-11.835629126202464
-77.07087608262086,-11.870985102830733
-77.09675694273064,-11.820080034683231
-77.01440583302384,-11.909712196644657
-77.14668629676713,-11.954633921625684
-76.82890170676984,-12.032702785483753
-76.8529191608323,-11.826908606658396
-76.91695176570379,-11.853574444199838
-77.15751446896462,-12.181912531957524
-76.88964909821212,-12.189453210201098
-76.8768170687564,-12.04941465324878
-76.89289415291427,-11.875778667687268
-77.1544136451523,-11.805089548274022
-76.94243681717289,-12.139833243558588
-76.86627008170024,-11.962347713859145
-76.96905863951213,-12.04764365734759
-76.94143704990876,-11.812034240874159
-77.01665460822947,-11.863152430745718
-76.98851707204638,-11.864668518115545
-77.18624925665931,-12.012522736082012
-76.94441479121069,-12.034072199064934
-77.16742111484353,-12.090637171227717
-77.02599416226391,-12.177449801339629
-77.08293796093304,-11.854111049497979
-76.98182881991532,-11.87483959634797
-77.14663346579071,-11.800112930685549
-76.92334263921067,-11.801345265170438
-76.8819953852286,-11.97782731775895
-77.13465822010274,-11.892405033927796
-77.15827476505925,-11.82209370804703
-77.14179380688506,-11.860141043729035
-76.8491489752406,-12.10106075930272
-76.98872429529746,-12.019782345875962
-77.013095601597,-12.148336233939402
-77.15731527235906,-11.818379589096512
-76.94017759729721,-11.957530146219648
-76.85280016324197,-12.108542877798614
-76.86872565227061,-11.931319726237657
-76.94957811640768,-11.952748703816841
-77.16988851333933,-12.056734912786863
-77.15504118912959,-12.154576963120148
-77.18027640515608,-11.93137072176288
-77.09700831340301,-11.991876919638482
-77.14573541313585,-11.891072643305744
-77.09598078389902,-11.991934599555202
-77.04597677771241,-11.859127399872584
-76.82280688637154,-11.979237264490205
-76.95584957608732,-11.975624811385845
-76.86601048572682,-11.849338558936662
-76.91585939971506,-12.038606853515041
-77.15499874778935,-12.146393908619743
-76.90563183745041,-12.188486929474664
-77.08996044737636,-11.897945097730553
-76.94435686120211,-11.951876179458614
-77.0636152105428,-11.91836809276031
-76.80093109469414,-12.114814335396435
-77.09457940820128,-12.145451409765291
-77.0883478116903,-12.194182133732847
-76.82773109777504,-12.05976497647736
-77.19014223814547,-11.964032925258147
-76.92132440485072,-12.043102381960107
-76.90986944370565,-12.025010031190508
-76.86544856903583,-11.838336522202502
-76.8102242757446,-12.06069781319068
-76.80975923233734,-11.994404204336076
-77.17388929697341,-11.886538794903544
-76.87126427089883,-12.041382887071492
-76.94147602653705,-11.951165319908851
-76.94106314625077,-11.855054516501303
-77.14866002935412,-11.820191750536944
-76.93992513342174,-12.141170607628384
-76.80700696775949,-11.829364949935403
-76.83527257218422,-12.003153482768184
-77.02434773567806,-12.096702244680417
-77.18402081068557,-12.016345697504695
-77.05508260399992,-11.80798696988581
-76.86944387535978,-12.002952762402852
-76.91940035941393,-12.068499355884997
-77.01626253776242,-11.946639658273309
-77.17795938593648,-12.103941752488723
-77.02924210887068,-12.169654668756534
-77.01239002411285,-12.148448111235739
-76.82857778684235,-12.148781664416891
-76.94356555856713,-12.139238922595082
-77.07533883333814,-12.144469130940236
-76.98987269421971,-11.943650102078715
-77.17357787687114,-12.127247966240342
-76.8109727057401,-12.061733086670454
-77.05597603922772,-11.841284636037596
-77.00885305803475,-12.01041534389485
-77.05788641030523,-11.93297690459159
-76.92699530795352,-12.131072051519348
-76.93510713666817,-12.123084392476532
-76.91387107578835,-12.183652553493408
-77.09274270815523,-12.132425974771134
-77.07373260753438,-12.088563864387217
-77.14989950756151,-12.129195806289301
-76.93779601126155,-12.164518986497177
-77.18408114906575,-12.151745651559759
-76.96092706579061,-12.015688492786909
-76.85212164605935,-12.117466512637682
-76.84366714068415,-12.05429205558077
-77.02038489585202,-11.998633091658057
-77.01627852471476,-11.923842068548254
-77.1692123267968,-12.18427514406356
-76.93169398982279,-11.880235840436383
-76.87149623185086,-11.948839844203636
-77.10213797815811,-12.16729638722045
-77.03147964734666,-11.85056855035729
-76.86446426529389,-11.831651039787275
-76.84915181293508,-12.175568816058053
-77.10272800789431,-12.089248940741118
-76.97977174618346,-11.877519488082775
-77.12300273974567,-11.900696123846537
-77.15924849434418,-12.126191592257449
-76.83555179944321,-12.116260270665315
-76.87179699830716,-12.051811158883448
-76.89598603927872,-12.006190805923591
-77.18049347247475,-11.952698091387882
-76.8625084829159,-12.05243454417209
-77.02478236963785,-12.01498611354674
-77.06304195068165,-11.901011624746499
-76.98140945558985,-12.18532671884376
-77.16345870291057,-12.09902522226239
-76.89734138025904,-11.914660165646179
-76.96702596924469,-11.84191726492512
-77.12536396125074,-11.995329023153733
-77.12470712009238,-11.987154605893874
-77.12630053937093,-12.157131195464089
-77.17719904497923,-12.021035053270618
-76.96488062025132,-11.986953093417991
-76.8638607289646,-12.103011798546108
-77.19300071440504,-12.092302707620247
-77.1803981420115,-12.049086334758151
-76.97089188932522,-12.19197152088891
-76.87220172584557,-12.071168333766728
-77.06930444377255,-12.115420797201383
-77.06015424047692,-12.069001059128833
-76.96146140100129,-12.152095147272298
-77.09031484435035,-11.843789087704042
-77.18935665356894,-11.962563018578381
-76.90590859275936,-11.928359072342204
-76.94974003482342,-11.884331504557066
-76.96769760037773,-12.000623120428378
-76.90332634840327,-12.16523188476503
-76.92990766497519,-11.98515738327258
-77.11764720472867,-11.965263552791649
-77.05900758122266,-11.901824210326268
-77.14955594332855,-12.027336181508128
-77.14805719463286,-12.148967878881773
-76.92952170145739,-12.08648963768051
-76.856559957207,-12.054767081440545
-76.81490696645554,-11.94163310346736
-76.94866115298022,-11.971688678132436
-77.12635947065561,-12.057561309640862
-77.15773986182043,-11.805393900482809
-76.87485961138529,-11.957690072257245
-76.968497409456,-12.105109283305602
-76.9526859915945,-12.159287010951838
-76.88741516449811,-12.138856344326266
-76.91868910890702,-12.101616908646196
-76.86621669885756,-12.135727450696177
-77.17751443781606,-12.125373190379477
-76.9009917453014,-12.08596193252246
-76.85965889707116,-12.130650561882097
-77.08554598301667,-11.84129383014943
-76.9438210904027,-12.167906501735343
-77.07433517446522,-11.990195444171897
-76.81681157340702,-12.035841269204136
-77.1866305710258,-11.807048553236559
-76.96808286246682,-12.155184439132778
-77.1333985811802,-12.040857760381703
-76.91511191792914,-11.812211826689854
-77.12964388663254,-11.853797149642409
-77.10584669524066,-11.873171171620289
-77.0022516755817,-12.096838869182024
-76.83406602000125,-12.131644965043973
-77.11531425114082,-11.932542712030228
-77.14230399155277,-11.828249604348967
-76.89640926725839,-11.977294842794429
-76.99975218706643,-11.97135492421204
-76.83528595504728,-12.088008362535886
-77.14135417713607,-11.892202826723226
-76.94162884279078,-12.12518250057699
-77.10684834153928,-12.070528305438302
-77.13729582853935,-12.029825424553433
-76.9266282339371,-11.996955848526218
-76.9625261520365,-12.103036107033967
-76.89806901665507,-12.154065270104319
-77.07621496942153,-11.955751983023347
-77.02081133744713,-12.084547778703897
-77.03781132946783,-11.967504711430955
-76.80636421441339,-12.138254913890318
-77.08310041730425,-12.007543959258072
-77.08207310466129,-11.986964226979365
-77.05818071646856,-12.179270585271029
-76.97416236748387,-12.065358288722432
-77.0990709022945,-12.14623412922441
-76.83388402384828,-12.174650011810892
-77.0937257740535,-11.804015907044022
-76.84167370737592,-12.071058462010111
-77.15860997454136,-11.876050221658147
-76.93737491904014,-12.098143738094494
-76.8372057926247,-11.927398911110428
-77.13250022464071,-11.895908856044127
-76.8126692159603,-11.961744503756863
-77.0188466558338,-12.011369524579937
-76.82171395662358,-12.035263634341092
-76.92927198254797,-12.060452693382802
-77.07936525205058,-11.828188342300871
-77.12467899003316,-11.86775223688491
-77.07850598150996,-11.813989235733395
-77.16279303629493,-12.150281110605782
-77.14245281346267,-11.907653009918542
-77.15813582386141,-11.824663817271585
-77.03082258250338,-12.127506773533735
-76.88176864949696,-12.173401493053289
-77.14344657831347,-11.903551740283977
-77.14787182673106,-11.970210754728035
-76.94262842019306,-11.863268489296692
-77.12112680721278,-12.144091049349484
-77.1609559847564,-11.881893075256045
-77.13326056871777,-12.119349071980901
-76.83050744164929,-12.134537622853717
-76.87141149888953,-12.134293680827602
-77.05837417505796,-11.874170111907448
-76.93767169306903,-11.93392111172152
-76.98508973053278,-11.990773830092353
-76.92915029460697,-12.056467806350598
-76.9269315390149,-11.849119783674757
-76.948506393976,-12.043021957030946
-77.09355945258508,-11.87336022421137
-77.18439743169488,-12.024346036571913
-77.01777328720395,-12.049222228230036
-76.84361044612372,-12.014928085732157
-76.97220109659257,-12.079448850334343
-76.86704358331923,-11.9009562479295
-76.8033502628155,-11.998911843963008
-77.13455351834469,-12.107114921941273
-76.92328894434321,-11.840170170690174
-76.93028257051999,-12.046443511450715
-76.80801782105668,-11.982578855554404
-76.80575970641888,-11.837411155614182
-76.92532855531034,-11.950304801634402
-77.10255408320712,-12.153240783716655
-76.88057766474776,-11.82406715055461
-77.15718834631559,-11.948916778771434
-76.88772027833134,-12.066037754137165
-76.83592155034212,-12.144291170934645
-77.04686664209262,-11.882389924291882
-76.94774588200677,-11.951970897628595
-77.02794290716128,-11.98661556320947
-77.02489397800476,-11.842442966779618
-77.07585164435676,-11.884561115510188
-76.89514815181987,-12.139330048106899
-76.8255293743334,-12.075311172881781
-76.82369965630622,-12.100604344074213
-77.13008748605003,-11.90242148297093
-76.85010254013737,-12.186587026105688
-76.90502742342915,-11.972044126051474
-77.09886503972389,-11.895016525703724
-77.1730861548314,-11.8492937452953
-77.09280109324625,-12.063167300513637
-76.83511670528739,-11.871497078131195
-76.9467285300417,-12.155747305217917
-76.91157813564085,-11.861419083306194
-77.09713905955637,-12.149004535067206
-76.91224473777007,-12.041085083775853
-77.18875139748883,-11.88108185368818
-77.0498714616908,-12.14003302906049
-76.94929866058307,-12.108299441906944
