purchase_amount,items_bought
3.588118765211018,12
23.049535194908604,9
14.740267932346605,9
135.82275960229944,5
29.83689535818195,10
0.3777115982716879,10
40.83947794517304,7
20.7466444963255,13
65.08919460348356,12
7.5125913627518095,11
67.38931728384594,12
23.489645199494362,6
248.33453847222054,12
32.762123845214894,7
21.09310704024802,6
20.678210128483975,10
2.795314220723207,5
253.04524697758933,15
62.19156280141247,11
89.2041728364332,9
38.968657837769285,12
138.2400019107265,12
32.985831005760936,8
16.824161961936046,8
71.48238081339659,8
62.27601974164511,11
84.3649156051955,5
120.64496411781245,16
10.845634490736105,9
20.07646002204427,9
23.95388650501212,10
14.230132814700278,6
117.16901528193469,15
32.61448088057921,12
110.30230292148804,14
34.95957254393304,13
32.16008162842044,11
20.423124909437227,12
33.292241400354435,8
16.422535982371368,8
42.03654079285254,6
8.615211407338066,10
84.04828392810997,7
9.808985343646476,11
34.14708251953037,6
13.835709800538776,5
104.66751453839551,9
14.560753716866884,12
100.92870033435035,16
2.946732486564119,12
6.004483149927442,13
2.0867319788018954,5
8.573590347456465,7
38.08801801223002,12
44.65400959646954,10
6.499970978641977,13
10.254422479218304,6
47.69295890130287,7
10.61842722242353,14
71.22700980236444,9
124.27057905343437,7
37.824945731202675,9
94.66235725822138,15
4.399968420912425,9
117.99798441198313,12
3.1907922427396818,8
0.581080429228432,11
117.33964608093189,8
9.234617767922343,11
80.73644456830496,8
31.234086905399106,8
24.402665903750965,13
164.93199749426088,12
68.66706126223691,10
82.45978427037775,7
16.199026656036324,8
3.8446298286672924,15
17.52765372926719,8
101.07608619218227,11
88.0620938654728,6
86.19267224514351,6
32.163971912353915,9
16.424408823168516,10
8.213073075354181,6
5.535269957750165,12
26.12107600768117,13
57.684656688103885,7
125.44041058784725,10
22.98676889451671,10
101.21407986385582,11
93.11087319602703,6
65.34801582946386,9
46.52066670548663,9
2.6435876942737395,10
32.95557255574046,8
83.5840764601373,11
107.51933722658167,10
28.432509394848786,8
42.40454593275033,9
100.26233681570548,5
31.586235040784654,10
46.07116645373214,6
94.39990275531497,9
78.2991943198436,10
4.596923352733146,13
4.048648589278674,12
26.863541393295016,14
95.74345732108706,9
127.88040986188327,14
148.53014252036778,15
224.47145450793462,12
35.206742281672135,9
125.01503323627384,7
64.92706314235396,7
29.41823408570639,12
132.06649763356464,14
26.108424116261602,16
17.346520532709555,7
58.019839842391264,11
6.636592597230817,6
143.2161192647533,9
73.22535066534482,7
41.4880158929608,10
4.9786942022358485,12
13.379869692832763,7
35.039017857886975,9
34.71822863469045,16
31.963190312721846,6
20.378529485080694,10
62.18755790269619,11
141.14337974642498,11
39.233933780993304,13
87.92244876591533,10
48.01407202582153,11
1.5715528666238117,14
7.544177416680052,12
105.50625508299927,8
32.30655397493438,8
74.63848630860309,9
90.10605852630277,8
39.20204963284186,19
0.10188340836230322,8
59.591240171685214,15
164.8883581775724,8
38.531867489566515,11
90.34421296691094,11
20.220936588322502,8
7.22086527167589,12
16.31784893787083,12
28.733030589327342,9
87.12058630959012,7
49.09720488759315,9
10.626074192092243,10
14.00638676717767,11
77.2042856161364,17
54.61611803278197,13
10.281901973486093,14
49.18449265723901,11
127.26904848842831,8
41.78547871890328,17
4.512390987974991,12
66.40755847873079,11
136.8874347053168,5
40.776968769901366,6
41.58557925309031,7
119.47146154859463,7
16.54401467797906,6
21.217035187885607,13
21.424909166314386,8
17.83507847690525,12
7.344401726548323,6
47.952166103826826,11
31.185113679761077,12
21.61697779194105,9
78.92409359276857,10
111.39814808468942,14
17.338047432439904,8
12.204895548854937,7
21.37802646045121,13
51.11994914249588,14
6.875361016240989,12
13.303893363637428,18
4.950823352838758,11
99.15008141016338,12
77.14334351230254,14
20.720193571239598,20
91.7756407492855,6
2.0799489982671298,13
35.05043939171674,12
32.57373450670059,8
13.996020370766066,13
32.38725662583966,9
20.086966803294114,11
33.63495043613552,15
6.655459457546339,6
29.497523368966966,8
62.82479434423712,17
121.98084234137312,12
57.45767072141204,14
98.53549939657604,8
4.11551500399407,12
48.34851550134079,12
4.274195369970279,8
23.123051952581765,6
107.8565707274991,13
40.125508967784675,8
39.456600813572415,5
15.678584851206287,12
18.761682017190175,14
111.52360228643836,12
17.249408058934613,7
11.100042980724346,11
15.995498050391374,10
21.15514426764288,13
61.85982818676431,12
116.49539599348992,9
21.009575826485378,10
2.9372457791592024,11
33.34377875255289,19
179.75777415442448,6
1.304748326398159,7
34.17761582172788,9
94.83108343496014,12
111.13027934473196,12
50.625212192438504,9
0.8140777525397569,11
17.69862864609607,11
14.931073947116403,8
52.816984317425266,5
168.1632389776589,6
48.644627051480725,11
9.455313348997542,14
32.19776516864966,13
4.437204475364825,8
10.646251946536529,12
23.951856854073085,8
38.14414446763567,9
5.949374481073729,7
9.692954068915748,14
36.63566238601033,11
89.85215921266193,12
76.473071805071,16
24.313384331456497,13
4.862343015667146,7
79.75132185460573,12
32.280006717576825,6
16.908012346021412,8
36.95385454757643,6
43.366900712946055,11
17.946546485832144,12
48.372443073547636,16
0.6501714145678441,13
18.164351178846,5
149.86485839090514,7
83.90145951468212,12
0.5915320676556484,13
43.06376975191053,8
80.24482725948427,9
16.530131869723704,11
42.16394985502638,5
73.40187322307591,12
13.875630501733433,14
74.68433925426403,10
64.42246436091395,16
10.012683743158197,16
24.006403284919205,9
75.56326281186493,7
50.41698135879776,9
35.78806657303393,12
24.68766304274833,9
20.287879236172934,6
30.867303964988857,11
26.92733665145871,14
12.50295500009995,10
81.00733286529005,12
187.5174752123334,8
34.2217336903055,12
187.96844680216557,11
22.741512042501192,8
20.830194975379463,9
116.35539869588216,14
165.011123779597,3
15.87488524509307,12
131.02917849788008,10
7.007457079919608,9
55.69852219539045,10
107.80355025001927,9
26.257629708536186,11
8.227655985632122,13
113.61652735613762,12
74.21481155984887,10
3.1965116115505476,13
28.298728474099118,12
64.54944719128878,11
33.08251132295388,8
124.19917854334501,8
1.9457823990567908,6
62.70915954764593,11
137.21356963195558,12
14.215410430653602,8
68.5881427668326,6
22.89891181621804,7
20.455069877526448,9
36.94869609456543,7
49.39607712680264,12
57.4406694494677,5
32.76238890967872,14
130.89346999105487,12
12.471735329673642,9
93.32472397258663,11
91.16637663659556,8
6.898511425185378,13
22.96536921462052,11
40.775618829089645,9
66.71571558285734,12
113.92302391148755,9
174.4844987458881,7
16.68270197739485,4
59.26152906399387,17
73.12762199618405,11
26.619608377002013,16
13.799893171839841,6
68.07597501449104,7
25.99536114960765,15
10.539253760989968,12
0.957442280236023,11
23.789538534767434,15
10.981201363129772,7
52.337235604406054,9
72.44855892892139,11
10.865232952754047,9
167.62008952213034,11
10.674861892544682,9
18.5045946500812,9
25.230711763451435,18
63.19846562551375,12
92.0371718607145,16
42.114702066272756,6
4.307335399031677,15
117.54206066640384,8
15.668178983601031,10
52.72812400821273,12
87.51190720416304,16
99.61196775233836,9
10.163296810119595,15
0.15920514735403546,13
144.5277118355757,11
21.291286924536166,7
44.09601334350407,8
81.32198627598213,15
18.063584143939075,17
226.9296837461082,10
3.6943282789967147,16
23.6862794775395,15
13.134059911825489,11
7.9921557056934756,8
21.451844927326967,7
24.741285095140217,16
94.44412573827763,17
58.04933527605666,10
69.51207104903344,10
52.34547211901227,11
56.8051857851395,7
13.88239803791862,5
65.42335226711397,11
44.181058293913686,9
73.98274922640215,6
23.55541713600198,5
19.99401999742321,12
8.520042921629907,13
41.67239696695996,15
19.660460589484714,9
63.08794712869846,5
86.25967528330175,8
77.77037428425547,13
47.62135863748046,13
7.750794676147145,10
29.85806864653314,12
88.60056141277055,13
51.11868951186677,11
50.55244272628998,6
68.03349674582158,11
6.9001109737667194,9
55.64506442943377,11
15.734208685646747,8
44.798052824441754,10
45.75995806945353,12
9.991242548362578,14
55.76076047127493,9
61.81311731565542,12
26.864578044674925,15
43.043055395924185,7
22.92738820898718,6
95.7840872799826,7
52.061436260321635,7
39.185692206263475,10
143.51800254089753,6
72.17699414572473,13
18.128459581760314,15
8.06507770710676,12
1.6864174894100963,10
40.90782003765254,10
13.488140293951457,9
96.8200632335548,6
0.29639778533869565,4
8.655608558900946,6
23.06817868981955,17
57.97130800346443,10
39.43158239122045,4
20.189425562112206,9
13.594062799046828,4
13.04523911389028,12
87.4622794655772,6
18.27642926455584,8
118.10474871340786,7
1.3131204191306414,11
2.0278379613858313,7
289.31006046365326,11
47.81486414152166,3
160.2512814298309,12
10.01084786986032,10
105.41825649894645,9
54.29177556043096,17
11.569503614339606,11
75.13962262923602,10
25.031938504313512,5
36.163845521179994,5
122.58305695231677,12
23.141632124457217,7
38.16846925391222,10
16.75493669689889,14
30.59022922758231,6
13.033147677304768,10
53.991535925415,12
31.476627999684897,9
70.1355210158381,7
101.4098137390129,5
48.08528510013382,11
7.703203458866992,12
25.815348593495546,6
12.92467179571064,10
118.16925700609609,7
32.353019827695775,14
21.956545932881046,8
105.33079816241498,9
31.44466041055969,16
19.339141555587812,6
214.54603377802138,9
13.207752294646857,3
25.57362860694205,13
60.75129347227528,10
20.110623443526233,15
35.32779935465019,11
1.1047499070490647,12
12.555741939344431,13
86.75757355748058,11
5.344255178371515,14
42.73831766511541,9
12.111877190187096,15
28.305095254982582,9
64.7125872071515,10
29.7416979165756,4
34.31943688464747,8
182.88639669299218,8
9.895912149091062,15
49.207459433554675,11
11.522761506379371,8
95.33558080911088,8
60.138624215069036,13
76.75785905787794,12
69.06048943234563,9
15.945256612525299,16
63.68481941587121,9
30.439179813304452,12
24.425518048150334,10
22.423482643357108,8
58.915556356029406,10
40.75720723078251,5
28.003513240622485,11
88.90513347339262,11
63.62387607819372,10
5.9061751332489525,7
19.805485581707845,12
74.95193534643631,9
52.68185321847937,13
27.858930103923385,9
30.91760072041326,10
43.002359761501374,13
6.802755392789901,11
10.563203729076236,10
6.979990176324767,10
4.996069188848132,11
57.294963213827266,9
11.336775086722282,17
7.715569257927564,8
69.11878188734704,14
36.39676333969317,12
29.35863206168314,12
21.959604512164603,12
45.06806086612889,10
89.09172784818249,9
25.19687551830558,8
0.40799733939125066,14
108.91410320372657,8
38.53526031148666,8
6.938468728130487,9
2.580634576052096,14
39.33624035631964,11
33.90639847199033,6
5.6196909066449985,10
44.849927436038826,17
55.060871983671746,7
50.99910165571203,11
25.315239735446188,6
22.397349613076553,12
49.411782917102684,12
22.24939893933849,6
45.36349971208228,3
120.97916170167728,8
47.96711858817437,11
62.822267195167555,9
82.52465442531269,11
283.7308989525721,14
49.086594275774,9
27.404179283286318,10
29.088992605446045,16
69.78036301996443,10
176.5651530875685,7
6.982248989935558,5
57.072732222244774,10
27.93529763969516,11
43.453957197944845,8
26.77566084501591,8
7.804695270197767,10
30.114787542418327,21
150.2358635716012,12
4.284557449993603,9
247.5183073087785,6
2.5773390531053937,8
25.21903049602323,11
63.585458190693714,17
49.929898045598634,9
12.078210366250786,12
17.834528097341067,5
39.32213284386714,19
