login_frequency,avg_session_duration,active_courses
1,50.20461556680606,3
5,48.32224314091337,4
3,53.305988678401064,2
2,29.032793076774258,5
1,64.16616422355337,1
3,70.40284749378752,6
1,45.49005852293418,5
2,36.72634151937458,7
0,46.34166650921422,7
2,74.95840923128642,4
1,72.04831600917768,4
5,63.2300570386274,7
4,84.62804879649198,1
5,34.66368203856712,7
8,56.87432622639303,4
1,68.40324310494593,6
1,71.84653629464528,5
2,72.05632366522451,2
1,70.85876465518885,7
3,79.79239066711506,5
0,71.41752631879953,5
4,42.68378269257501,6
3,53.17744499359677,6
2,34.57124518307361,6
3,74.94471863603364,6
1,77.91875472083248,5
2,41.69444337406877,7
1,54.30045061178929,2
4,33.66862345987326,4
2,58.184774534842035,5
5,47.59505740560157,2
1,42.48435971496669,4
3,59.62851226369969,7
3,88.22772839842173,7
6,71.92673849587872,2
4,56.223973602491036,2
1,59.27142199851926,5
5,88.1748616996039,1
2,78.87958765791186,5
2,55.34005010965612,2
3,67.51765509412206,2
1,45.02112673918312,2
1,60.37137557139067,7
3,71.46320326477662,3
2,75.30526302858148,6
4,50.39798820000803,5
1,75.02634911540038,1
4,62.22660945574588,6
2,55.67205922333105,4
3,88.63921025407589,1
3,54.59492879192452,6
4,43.380529749915695,7
5,49.91349828075228,1
1,70.88493234179431,3
2,45.199415046011325,7
4,72.44045476969694,2
3,47.197749215934195,7
7,58.87390719831677,1
6,93.15220508304384,6
4,46.762496498007934,2
5,29.69915475334705,5
0,80.51233489021129,7
6,38.995269303453234,2
4,47.81388913584502,6
1,70.93099168521435,2
4,70.33021501762929,5
2,24.390469795608105,5
4,54.853626906664395,6
3,72.78289609073536,6
4,90.42773115083915,1
0,41.41744288791891,3
1,76.02207791316913,6
5,50.070108888659476,4
2,75.62437871625814,5
3,44.39485303896234,7
5,56.549473038104985,7
5,65.8110973473024,5
1,74.3136625895806,4
0,68.55462404735617,2
1,53.5615483253222,5
1,52.466032132973034,4
4,86.68472430880942,1
6,64.15796050501511,7
4,52.867883694105984,6
2,68.07081051208874,3
1,69.34245511464802,5
1,39.698711377054664,4
5,67.29411389800603,5
3,37.40381203435962,2
2,50.327203822504934,5
6,45.20576371360587,5
6,58.062371712492705,7
3,53.443500299515335,2
8,56.997653824631044,5
5,31.57766647257094,6
4,58.85816631541258,2
2,43.48068389883163,4
4,94.25269155980764,3
5,54.005401536862834,3
1,56.132829494377035,4
3,70.42570243591832,1
2,79.83740515999176,1
3,42.33573836369143,6
2,68.59569788153394,3
2,74.49405046596344,4
4,62.76990889275918,5
3,62.469379514564224,4
2,52.320866399774914,2
4,55.16731179230836,4
2,58.383409728606956,6
1,53.61121323031422,7
1,73.32112996711247,1
3,46.92228886074828,5
4,72.8321397180891,5
2,79.91699553490042,3
4,65.54742862732789,2
3,33.15769567159303,5
2,69.1829552232737,3
1,50.344259986354245,5
4,52.085118240629626,1
2,65.42940559669863,7
2,76.58109857402629,5
2,35.07935926009069,1
2,60.86358931313632,6
2,89.87619828647777,7
5,43.51528579451914,4
7,56.99387604813728,1
2,50.760123275185464,6
2,70.5498743996641,1
2,41.24283852242307,1
6,36.44276066259277,6
2,72.48054753920823,5
4,63.57987441109798,6
3,42.207077857998534,2
3,58.97291415094466,6
0,40.772507804850505,1
0,73.83425679253293,7
2,64.17430193000486,3
2,49.28008015142839,5
2,51.297686520800504,2
2,53.112093681884986,7
0,43.87485954740987,2
3,80.09977238160131,7
3,77.44714486945524,5
3,53.98105494841832,3
7,55.282369166780086,4
2,43.156050364816394,5
7,57.59073217573208,2
2,67.33868637538221,4
2,77.71789588348418,2
3,46.55804491341033,1
2,34.728887656109286,7
2,44.89278111866891,4
1,68.343220312581,6
4,59.34736285961011,5
2,74.88574550669038,5
2,60.62382739191879,3
4,84.23559104907642,4
3,36.21511892559678,3
5,22.644269112425697,5
1,80.2983374034547,3
4,48.06319776572987,4
2,62.063862077515445,5
6,62.01585108899376,2
1,64.9022617758882,5
4,52.894143285416504,7
5,45.72200323966246,3
8,44.52192598765762,7
2,69.05495674993054,3
5,71.57247990142872,5
1,56.248652454244,1
1,51.048010656941315,1
2,68.53006396510047,1
5,37.77566347987555,7
2,89.24547160314255,2
3,66.78563633831249,2
7,57.607874147739636,7
4,72.44852066444976,2
3,69.45995521155143,5
2,63.52581659878041,6
3,31.6461690422795,5
4,66.16425144188938,4
1,81.83828697030366,1
2,51.671718160670835,4
1,74.37973508242072,1
3,72.7355314817912,3
4,64.41111204218764,4
4,62.552472657548755,5
5,68.39768234657767,3
3,66.23747897779656,4
3,88.36290597159942,3
3,74.50132833346636,6
3,70.60668583161473,6
2,75.85790155125599,6
3,70.61696770778515,3
4,28.787746395997395,3
2,58.2486917220636,5
1,50.7064597582775,3
7,64.919542657107,5
2,51.64933518292527,2
1,68.86677297385896,3
5,53.68322666415156,1
2,85.46524854898044,5
2,84.7510511977913,7
3,38.298944135404085,2
2,64.84307228646865,5
2,53.07180779253287,7
4,63.780211266652465,3
4,68.80034175224965,5
3,40.81872399827775,4
3,45.395918968569504,4
6,47.26251418292799,1
5,51.728730352644504,5
3,52.16617736198176,3
3,71.95148038061446,3
0,63.337371318699205,7
0,46.9326707449713,6
4,55.20560898430341,6
1,24.45492517137059,4
3,90.29571974747742,7
3,60.27103578719255,5
3,74.88904730232531,7
2,71.89756700259576,3
3,59.45898370669616,2
5,24.271341015434146,3
4,51.63105017201764,5
4,65.30421983432326,4
1,60.90763889531506,2
1,75.60562067695557,3
2,59.97057991162031,6
2,87.6309800077352,1
4,44.10533097225189,1
4,67.76520053849084,7
6,44.56599190079333,4
6,73.71123983778018,7
1,48.70347083258916,2
1,33.651332010188455,1
2,37.705261871030636,7
0,52.91899886192094,1
4,83.37954990098396,3
1,71.12086711311515,7
3,66.70327775433354,5
2,59.02401518872318,7
2,43.10526435719004,7
6,46.00791667347487,3
1,51.72372846204639,7
10,50.36460460451136,3
0,50.14845416498015,4
0,45.72879681005058,3
4,60.09121848076944,7
5,48.73115783894539,7
3,76.97453107977591,6
5,76.82360374265737,7
1,69.01530296447159,7
0,67.28371762876276,2
4,36.716979675768165,2
4,94.36238125901727,5
6,55.77610409886286,1
5,71.90570406348073,1
1,72.49454955161923,5
4,44.381894429354254,6
2,50.58228298120195,5
3,65.96865139542723,3
4,36.80889465473864,6
5,58.6593738214875,7
1,24.073461451648896,4
4,60.152015355507444,1
4,80.62802474753093,1
1,59.96392116979833,7
3,38.051185244060036,5
1,51.70704222641209,5
3,69.22674510391548,1
4,62.501904467783184,1
2,66.77898935547034,3
1,57.41609448740291,1
1,48.51361811470487,6
0,61.88132347720856,7
3,61.01913946339743,7
3,75.40759292368955,6
8,52.95191919502307,5
2,60.73113409600058,7
4,57.821724457986384,2
2,94.10945722034478,6
4,48.705046032935385,6
6,54.230623763655856,7
4,45.638517600817785,2
3,79.55752486212353,2
2,80.66932448357781,6
1,56.74652865314391,3
4,77.78390726817707,2
1,64.92152395997601,4
2,70.53031008008385,7
0,45.07719671520971,4
6,62.42066531743337,3
1,88.08556081607094,2
3,82.16178884009796,5
2,72.07949683672389,3
2,74.26594883329237,6
2,96.4951268075485,7
0,71.78649373429036,6
4,50.07475217209338,6
3,78.1951647865581,1
7,58.88539722694522,7
0,67.33163638221623,7
5,61.77740884236136,3
2,49.36821017961928,4
3,64.62751097804197,7
4,74.50311831601998,6
1,71.0813345481203,7
2,67.19895676325892,5
6,56.990346327672704,7
2,35.115491384794154,2
2,59.28907697542867,6
1,68.31433147509937,4
4,27.617813486314965,2
2,58.994936322139345,6
3,58.577730856960635,2
2,46.27999873479602,3
2,71.40625079496449,3
4,74.16287743299003,4
4,87.21208834853817,2
3,59.5770286519594,6
4,79.37267765844433,3
4,47.711185057785656,4
3,54.432144379950564,6
1,70.19221725668058,2
2,50.1594813176462,1
3,57.567356183886254,1
0,72.59334044767607,4
3,59.9092899186735,1
2,46.205428332001226,5
5,51.15671586730371,6
1,55.89904946913772,6
0,68.81322776126676,4
1,55.12615217762125,4
2,23.264592706373314,2
2,71.79411357107273,6
2,69.681660389714,5
5,44.01686958170447,7
4,43.00044176447075,6
3,80.26639711893462,4
5,56.39104967637011,6
3,71.30363571757974,7
5,49.59043154096352,3
3,69.82913389453073,4
4,46.15720546548567,7
2,66.33427546678449,5
5,65.35343065936222,6
1,29.031093248038324,4
4,61.8596605010362,1
2,49.22078335550202,5
3,76.39507804628182,3
4,63.527936688497405,7
3,56.29049660527864,5
2,82.78280168200001,4
3,31.451746825498425,3
8,88.90938603624423,3
3,88.13175912634001,3
3,54.15466150854254,1
3,73.32596374403839,5
5,67.28046563724068,6
2,22.72215868477027,4
4,58.327160871321006,7
2,41.02428929526024,1
4,39.656619342380075,3
4,55.702945638559626,6
2,56.223214707878725,4
4,78.23725031730942,2
3,48.71258596363077,4
5,54.077754906417944,2
6,80.51001429237158,2
5,57.24447388281734,6
3,52.302850301967055,3
1,72.85283969446053,2
5,67.95948328146208,1
3,61.49893560603258,7
3,73.86077708002415,3
4,41.28492202521599,6
1,51.271748621817515,2
3,89.97505468995556,7
4,14.483143751655817,5
3,49.907715269036466,7
2,42.24844619391003,6
3,61.06527471412891,6
4,69.07408484875407,1
4,76.6044291820898,5
2,53.84424174276033,4
2,46.158207749479146,1
2,38.23095367504068,6
2,60.718874321516644,5
4,91.90948000680334,5
0,51.184545394987026,6
4,58.923291915780084,3
3,62.04287829090815,4
3,53.65729435017535,1
3,81.34870438770916,1
2,78.13983263944692,6
6,72.27400709057932,6
3,74.40801015020108,1
2,49.72148066166994,2
4,42.78150460015256,1
4,49.83992526372505,2
3,64.20619935016698,3
4,55.13138967654003,2
4,68.53637170705657,4
5,61.62329061213486,7
3,39.910196436989864,6
4,78.61166429667745,2
1,52.33016034410972,6
0,71.79453148559554,4
5,47.28590405442779,4
1,46.78432715557565,4
4,46.06493284500726,4
2,38.52233153376851,7
6,38.88198165640607,7
3,65.70927823379503,1
2,46.08738645937653,6
3,65.1889318773178,4
3,61.52643018406122,5
1,73.20089303639878,3
5,44.722802592463644,5
0,75.91266319333415,1
2,46.41222134210753,4
3,18.863703582869995,2
2,62.85383101493813,6
2,46.87227971834322,7
4,82.49726896831082,1
4,64.51483402160909,3
3,58.72218946622375,2
3,63.02353671974644,7
3,52.539434733691074,2
2,85.2641909345399,4
4,51.77818294011328,3
6,66.94956170110886,6
3,47.71555174828126,6
0,60.02488241974593,7
0,41.444711864890614,3
5,63.42906501569557,2
5,60.97226268148754,3
2,68.23268770688753,5
2,67.02196524248056,4
4,60.43670108174204,4
1,90.59236883152346,5
2,59.725677013458174,5
6,60.58753278104823,3
2,58.721604223293916,2
4,63.0390299905177,3
5,55.708907770485645,5
1,54.47600884284612,4
2,71.28092452190283,4
5,59.274021588049244,4
4,75.81006399224326,3
1,31.591718488026412,6
3,82.84227191634481,5
7,73.42873858259912,7
5,59.2284298481341,2
0,58.83698002450879,6
1,69.61023755892558,7
5,44.60461723075831,3
4,60.576044710187915,6
1,62.3274170620882,4
3,29.339968322076103,6
2,65.2195306708602,5
1,39.71629098180999,2
6,76.24449294250618,7
1,80.07089404953786,1
1,82.65828845968022,3
4,55.163475530480106,1
3,54.953603533488526,7
2,30.355775012704484,5
2,70.20295399947341,1
5,37.37015334704096,4
5,38.262967790042765,3
3,55.44393353755532,2
0,43.4140668677685,4
1,45.57382773908239,5
1,60.70642901909714,3
1,73.22205645985098,5
0,68.09246951503064,5
1,62.841653429700365,5
3,77.20366430495014,3
5,61.91431233149083,4
4,52.100017771102486,6
0,48.448949102566644,5
1,68.28521990353062,2
2,43.48435136726582,4
3,65.23217657827203,5
2,53.57451325835116,3
0,47.43029722986087,5
4,47.171260325552566,5
2,74.48016136129802,1
6,47.13655811567638,1
3,55.81172178715507,4
4,52.970043403775584,7
3,75.8872899264014,1
2,83.07456792502664,3
2,73.63271491775676,1
5,54.36530625711589,3
0,65.13389250050906,5
1,46.354594032806155,4
3,63.1563449913163,1
3,33.64365630403215,1
1,63.5292793318047,4
2,59.172269608919734,3
6,66.61128213933607,6
4,59.81520194558109,3
1,72.5258476366044,1
2,48.547585300566844,6
3,71.3470892247506,3
2,67.08474414105994,3
3,76.34238415817525,1
1,77.35042331997698,1
3,45.72136393597555,7
3,67.75549016784677,1
1,42.514738633653955,2
1,77.39501455883081,1
5,47.20313269479488,6
3,54.29964908449493,2
4,63.26331138222922,5
6,71.0771817205659,3
2,65.5695403953884,2
4,71.48453280911598,5
2,60.18720857010337,6
3,63.66147706014989,3
6,33.49775862081361,3
0,75.39135264608814,3
7,55.632434581582004,6
3,53.543441726848705,4
2,89.05212224519502,4
4,19.367532537713473,2
3,61.42934000496452,2
3,26.401984202153223,3
2,65.09252782860344,5
4,49.513182170456275,2
2,15.985648824499222,1
2,76.33694784082306,6
4,40.65341986133656,1
0,74.23107633883099,2
3,45.38000832880665,5
3,53.03579609490976,1
4,25.74610405472228,3
2,66.36961292926325,3
0,51.39098827156496,4
1,54.50160810503148,4
1,58.57460461310257,4
2,35.279791486895405,6
2,70.3665329422285,5
2,51.547497230159934,3
3,94.42795253788489,5
2,52.80604277282433,1
8,54.15641132194142,7
6,39.651244658943064,3
3,35.79585349974905,4
3,73.16530335146945,6
3,75.91716007511937,4
2,51.519002987579285,6
2,61.81986121291964,1
2,78.62798811256934,3
5,64.34198362381817,5
2,67.27224286623995,5
5,61.30899859047537,1
3,50.212277470988035,6
5,65.78179048735929,3
1,87.97123927519658,5
3,52.193694386062475,7
2,73.01198834055117,4
3,62.7205087757643,4
1,51.15317202923126,5
4,73.4292051917793,6
2,71.68491457239867,3
3,68.70591003144256,5
1,86.22923441214417,1
3,87.5332078286598,3
2,60.8095063641356,5
6,58.40831199306405,7
0,38.58935829389149,4
1,82.99804857785864,3
2,58.90450490532064,2
4,50.86747026969374,3
2,45.998679041991124,4
6,45.89186208958756,7
7,86.38078115401437,3
4,73.47417547846477,1
2,37.68016049285686,7
0,38.286670300054496,4
0,61.82797756523822,4
5,44.753076495420956,6
4,56.219129575919204,7
2,83.29532875988002,1
4,76.04125945505047,2
3,34.32930625421257,3
5,44.83323973377209,1
3,63.68543072577239,3
3,76.94650030684018,3
3,47.672030559971425,2
7,65.52788938088315,3
4,53.176234699963615,7
4,86.28095497037124,6
7,69.3362252884419,1
1,57.10106784250914,7
1,37.58000045202547,3
5,44.07818390652209,3
4,22.121609306550496,2
3,64.08370765014222,3
5,69.9905262909847,4
5,70.74684133191579,5
9,50.79011682277082,6
3,79.20112730466323,4
5,83.75339614450145,7
5,50.019531907407845,2
3,77.7226783130728,6
5,62.0978812321515,3
1,52.09856108727948,1
3,78.46794299470349,3
3,41.90224888452497,6
6,37.72587231753816,3
3,54.056920902987514,2
3,56.57197709549124,7
4,35.350445408765296,3
5,67.35996303251454,7
2,48.29231044921082,1
1,40.35975707131877,1
1,69.74507566716971,5
2,53.558855387488954,5
1,75.8635304653973,3
0,66.88860446934116,1
3,57.03071963514497,3
1,76.46961223654425,4
2,66.30554816544063,2
1,59.70410071490869,2
3,67.67570797318699,1
0,68.16387044509888,4
2,43.584129188753806,1
0,95.37282822857647,4
5,61.014646791408644,7
3,61.314665326062475,7
1,33.64322488813602,6
3,61.92803364220069,7
4,62.57715751977864,1
5,42.75297759193796,5
1,44.40655792415372,3
4,46.510572445512686,2
2,55.573566163085744,2
7,63.199487676517414,6
3,56.65526172595645,4
6,64.54129588051616,5
3,70.12912800249615,4
4,68.14332061997747,5
1,65.4615215821738,4
0,64.28530385351333,1
7,64.33785936223973,6
4,57.798546174425375,1
1,50.10251883110191,7
2,58.602504641280746,7
2,69.79729306863968,2
3,69.71226491771914,6
3,67.61804585339586,4
3,52.871994468414805,7
0,56.753073177270856,6
1,56.810339636936554,4
1,50.894076539685535,7
3,73.40920797501764,1
3,32.39110281886637,7
2,90.33011661084106,4
1,91.10825927412111,2
3,60.75010913545759,6
3,66.07802118415087,2
1,72.73744165026145,7
1,48.630942370169365,4
1,68.51403967258699,7
4,79.78588978116804,2
6,32.959234250678634,2
0,38.38992573336935,4
2,71.25296852475742,4
3,55.94878051915753,1
3,54.200676897920374,1
4,55.09245055726231,7
4,43.09542528869929,5
0,53.847028117390764,4
4,40.19467857852028,5
5,79.63083528282772,4
2,61.998948325710096,7
7,61.59829135943433,5
5,69.99964472719469,3
1,101.85319427445916,4
3,44.21262787955765,2
5,32.366685724474024,5
2,59.53970121479465,3
4,32.59907640150535,3
3,54.920065362085694,7
0,73.11732452538656,1
6,82.91988833242867,3
6,36.51354630416638,7
5,45.85090726148247,5
4,65.45188996700429,3
4,71.30942454009383,3
1,72.16207792198632,1
7,82.12674151264602,1
1,70.92897906651386,4
3,58.20189763098367,6
5,75.92974873434966,2
2,61.04711280952643,3
4,64.1207711739457,2
3,52.58665026221769,7
5,62.35132940193441,3
4,35.55557303593091,6
3,75.52093849118512,1
4,44.863144774690895,5
3,46.67909411758585,6
1,25.10190348754788,4
4,47.66247298824407,3
1,45.623776861703256,5
3,63.25922956708783,7
0,40.58196072356523,1
5,53.33910658965815,6
1,49.79868818504933,4
5,33.59802951879699,2
1,63.57172103823325,4
2,56.71140216937318,2
9,60.59904945636841,3
4,72.45288979079392,6
5,60.11301069758055,2
0,55.0055305249896,2
4,73.83922959109898,7
2,55.1146716076582,4
3,52.43107265021589,3
2,70.04342592959958,7
3,48.29965708361813,1
2,77.50850555071145,4
3,62.40598883578636,3
2,83.53482997661385,6
1,59.10147336617784,5
6,74.22391379697079,7
2,35.41264226624355,7
5,79.23140823163173,7
3,70.33935710051144,1
3,50.318037384122604,6
4,72.97393721440261,2
3,40.99246667786746,5
4,52.54002853164775,2
1,47.2336625939476,3
3,73.79994431600997,1
4,78.72493443538,6
5,53.265742547652,1
3,40.928711169835154,4
2,45.346884196816895,3
3,61.381089352662855,2
2,60.43922311576038,2
5,54.898647796534995,7
6,47.55445789305563,6
6,84.42637421446618,2
4,50.69998677020506,2
2,47.507245217762005,7
1,77.20991045108119,1
4,55.762688522013626,1
1,67.6787702179828,2
2,46.87250542843635,4
4,67.59124749767317,5
2,71.02790912585121,3
1,43.25556896250424,2
5,51.98889318847773,3
4,46.4274808085125,2
4,52.07961150374037,6
2,84.01618792689467,6
2,63.85340743022582,4
1,89.2204498209352,5
1,82.24162711728117,2
3,76.9633520411603,7
1,81.8157074102265,2
4,77.39895063995857,5
5,85.56778598868071,2
0,68.16990760241104,1
3,70.29483646068233,4
4,69.86893702750272,1
2,53.40803400228968,6
5,72.69268545570989,4
5,78.86705458133329,1
1,50.99381594865616,6
3,47.141387138085065,1
3,51.73475530907269,6
2,80.35108282019938,2
6,56.4432092271851,4
0,43.43798721675937,4
2,44.4219767232256,2
6,46.44256582787286,6
0,49.306915690424766,4
2,39.01574625522588,4
3,69.08420857057867,2
5,57.15997334367459,3
0,68.01677159112117,5
0,25.538670354238292,6
4,76.08636986531528,7
1,58.76829328350402,6
6,67.50021520483125,1
4,82.81988538013215,4
2,65.51773601152402,7
1,91.67404560595494,7
2,31.804136118124184,5
5,55.23655013069612,2
2,32.947992330942434,4
1,64.71599005999431,7
3,61.14753136987361,7
4,43.61727778108015,7
0,92.60263444943472,5
6,54.608533400554094,6
5,26.9072236490154,6
3,70.20277619030627,1
5,70.43515742075651,6
2,52.80760293567465,5
5,71.82545666087687,7
0,45.746329398684175,3
3,53.74282071123658,4
3,65.90557850984436,7
3,73.86504179590496,1
3,56.63682651324299,1
4,52.763821779044136,7
2,59.381753867626124,1
7,29.304156812931097,7
2,55.80659109141236,3
2,30.291506250353677,5
3,47.37573624854379,1
8,38.66406948553898,3
1,67.92385114375813,4
1,49.036086955441476,4
5,78.56853656796159,7
3,32.29151733851404,2
1,56.347488092266985,3
3,61.26822381900049,1
4,67.35108726756643,6
3,92.3038692030556,3
4,30.499122384554877,3
5,48.63639491536681,7
2,89.95479823876227,5
4,46.183821853585144,2
7,66.62633481610615,3
5,45.90352220275856,1
2,39.09029939539674,6
2,47.766947211734426,7
4,89.66435792179978,2
5,42.5016880788481,4
2,55.526765169645024,3
3,56.180488799789664,6
3,73.7451294054107,5
4,76.93329951288521,7
1,61.616302970597765,1
3,12.154052759513647,6
2,46.661522760758054,3
3,42.0297101719111,7
6,77.38022888221388,5
4,46.184176133984764,7
5,85.25238698223461,4
4,66.12283448853351,3
4,77.02196736568237,5
5,93.83656677310745,6
6,45.842594859090454,1
2,35.70083080773286,1
4,62.804985134858924,4
3,74.31114544958685,2
2,50.02675007817827,7
3,60.545795418310405,7
1,78.25557312229748,6
2,76.77089847730596,3
4,51.27338727498234,6
5,64.07014690959915,5
5,45.96425362639539,7
1,38.250575688906665,7
3,80.3733536822321,4
6,28.001938151952636,4
1,62.86488464004006,6
5,54.445584729688775,6
7,68.23140191837146,5
3,49.72504482588097,2
4,77.12425025502534,6
4,56.66664818564604,2
1,81.77165094707739,4
3,63.28284179965829,4
1,44.25273638786481,4
3,68.13846791857196,7
4,66.26388191007003,4
3,58.39484067772697,4
4,48.77462021916244,3
2,72.90954954580734,7
1,45.52167623197979,7
5,47.099752095264634,3
1,67.9120904359667,3
7,56.83771264608755,1
2,30.52848031886345,3
3,45.571679635797025,6
2,66.08771339255226,3
4,55.95374475700536,6
5,58.48352658176911,2
5,63.93066472702056,4
3,66.84450856367437,5
2,61.74166072093438,6
5,10.080069597656461,2
1,59.17165691801936,1
4,52.25489427956992,2
1,60.45947112672734,5
2,76.01539505546859,2
3,43.91307440829597,7
6,61.05395810060683,2
2,67.15565348297294,3
1,55.35705572138208,1
6,40.36387913013861,7
3,41.9415565832649,7
1,59.48176608614641,6
3,50.69463844349512,3
5,31.08269728862837,5
1,48.02816597475295,1
1,40.49142915235227,6
3,71.2259441326774,6
2,37.735911971267356,5
5,81.3059943732492,5
5,92.39575451729294,6
2,48.89120027464054,2
1,50.793408075862175,2
2,74.15642630516189,2
5,76.26012894163283,2
4,52.613679203382205,1
3,53.40381176294096,6
6,53.52605431377434,3
5,47.22464446024212,1
3,73.67247923589898,7
5,62.331367332920856,2
1,49.11987952018882,4
2,60.9692184103308,5
5,54.325153661652365,6
1,97.5523609704741,2
1,56.26798118741039,2
3,71.1029387331713,5
7,66.52054601121615,5
3,57.74029633851029,3
3,66.60392059741572,1
4,63.157353954715504,6
4,97.30158508894203,7
1,58.54362905168346,5
3,20.89800041738517,7
4,92.83561188867625,6
5,52.35538139311315,1
2,61.296990883689205,6
1,51.84334845081596,2
3,51.01625716334412,4
3,43.22007190787838,7
2,29.962704508770745,4
4,49.23764389508631,3
2,67.71372531556023,3
0,35.303741074883405,3
4,67.58015262753028,7
4,94.79621012485813,4
2,64.30193558277429,5
3,39.15787258329805,7
3,66.03769708343364,5
3,74.3641713989297,5
3,79.56344736647932,2
0,62.81548818069398,1
6,69.06658732193766,2
4,72.75313692917508,6
2,69.03401134321481,3
3,64.77524362793253,3
1,50.41723322236372,7
