avg_steps,weekly_visits
6926.841533393914,6
10946.46547528708,3
12012.427916007273,5
5812.216956764707,5
6434.7499357957595,5
5338.037703255049,2
10318.665628756537,3
5789.783514671869,6
6499.39412767521,2
12289.139989098814,1
9405.224670703603,2
6972.886233188337,4
7438.499143346601,3
3959.6207452982135,2
7370.72295706138,6
7961.524111820733,3
5350.018795542103,5
7949.898737783322,2
11604.540095018696,3
10441.670509624557,2
10655.290861246738,2
6911.527901998841,2
6721.916741386946,4
8669.831482304451,4
6426.557765962276,2
8918.328523332919,2
9445.662212743897,3
11883.344990140668,5
4873.536195634863,1
9606.3967006489,5
6540.961033375552,3
10537.433481146756,4
8237.035061992305,3
7797.653480790605,3
9419.19658922128,1
9466.699365407425,6
6766.140439577038,5
7716.499902227639,4
6317.093733070455,3
7809.636437605192,1
9389.975948453543,3
10600.186101708927,3
3847.2086113555156,5
9806.197011653852,5
9026.49391099636,1
5158.189547825199,3
4338.487625856155,3
7544.638508472435,3
7357.887257015694,2
7621.063989306644,2
10572.112854863699,3
4484.895080204376,5
5269.147744185122,1
4769.936458151371,6
9839.516090962803,6
8913.920983863081,5
7828.1065473584595,1
6478.209402574902,4
7099.077212868162,6
6741.160774243836,3
8753.328232204633,3
11338.390644034556,2
5311.145172582093,4
6647.033158113532,6
7043.678856009644,6
2370.756826750132,2
9257.018887690454,5
7664.4589785145845,6
8293.01907807413,2
6322.365860037269,1
8297.928344669996,3
7216.404868434576,5
7642.968444764898,4
9702.751969439107,3
8235.61651262473,5
4510.230826732342,4
7322.2936206639315,1
9897.170297149338,1
7104.373811338782,4
9017.044703797901,6
10584.521904084664,3
9257.139912148677,1
8519.150256139217,5
7937.470570829909,3
7054.580570115298,4
7295.705038963154,1
10282.257299698831,1
8853.668140577427,2
7196.068184303606,2
6940.911204785759,3
7669.172558887644,3
8157.125739416029,4
6789.942684540053,4
5178.37771457538,4
8568.66822160372,2
6690.888276267995,1
6279.287147212479,1
6626.886711304266,4
6191.059127785075,2
8976.135410808594,4
9396.133313536806,5
8953.871416490152,3
7960.29620502675,2
4968.881626177188,1
8531.345095282262,5
11457.699615302168,3
7129.411199351351,3
4296.062248764339,3
8956.655758559265,2
3952.8751609262786,2
5599.430298533558,2
6995.236845798139,1
9721.99831053292,1
7825.400735283981,1
6305.001847715765,5
6342.289718310611,5
5331.077765790395,6
6442.533044236387,4
7073.870586819358,6
7629.879825888397,4
8744.4302534915,3
7885.165961774309,3
5125.344123281557,2
3452.16036877922,3
6236.457927540781,3
11580.472884854618,5
6837.75371493239,1
7854.252685859108,3
4689.9986082510095,4
6379.110977982047,4
8764.203146409242,3
8561.02279396131,2
7535.382842869144,4
8305.150644658765,3
10101.156026126346,4
7840.423641753396,3
10808.633590886424,5
8260.416934213166,4
6216.8071176029225,3
5931.042891169291,5
6817.279271831199,3
7269.4132463776405,3
9450.716797932977,2
10048.69788987891,3
7047.774883061649,4
8473.6765804028,1
7950.4604913693465,3
7158.236166056211,4
8302.533465532617,3
8676.27440212993,1
11676.50459393569,1
10912.948545022002,3
10109.60204933649,4
7043.853591969282,5
5328.622766067442,2
8420.311251021092,3
3939.8394996774064,4
7313.617258760181,1
8482.165406695178,4
5422.80506884247,3
8097.272485560926,4
9192.733592660239,4
7349.441592815832,3
7659.495038149792,3
8985.42420152692,5
10948.132509255161,3
7967.308971543544,6
8865.795881198523,1
6920.757399373676,4
8894.87046037168,1
8946.230705458707,6
8499.558952637075,2
10959.325774686415,2
6982.743137111669,3
7583.650190104946,4
10373.118691578537,3
6918.766820730155,5
9142.059620733118,1
11208.121475125796,3
9127.266773970248,5
8411.487598425501,1
7204.529278960689,3
9848.46930639518,3
5510.922140443051,3
4638.862096920668,5
5733.529725752202,6
7591.966832733137,1
5197.68649155493,6
11981.876742240154,6
5889.563619760411,4
9344.628483195718,5
6117.811065652792,5
7492.193093943471,5
7687.701715736882,1
5368.825615685151,6
7544.4485973128985,2
10393.058665918727,6
7210.9996101205015,4
8012.736550650731,4
8184.06684278404,4
8292.316941469142,2
3998.824302896258,5
9081.29795567483,2
8631.866150993508,4
7644.402077192846,5
10249.788349513967,1
9717.576125042451,4
8334.846551426093,5
6585.465784351758,1
7081.743531732649,2
7324.333825706925,6
8731.731942605678,5
7492.976441121102,5
8033.235263455586,2
5148.050559925816,1
9199.457777244932,6
9955.591056129095,2
6780.003808458046,4
6625.4617531824215,3
6226.300438531018,2
11314.794749334033,4
9140.6906356677,5
7440.64758449145,6
6298.019213733469,4
5463.005957977239,5
9109.408767077264,3
6977.3609549715675,3
8416.328113863408,2
10293.696475442814,6
5477.533509398248,3
6241.736921936591,6
8552.007092395008,2
7085.410633793434,1
7182.717008175446,6
9167.724473764447,5
8996.871326943323,2
6820.950631018572,6
6420.575655715032,6
7374.182483480246,3
9759.53416171809,6
4251.4280555740315,3
7285.042606479587,6
8767.347468719108,5
6279.647642008282,5
4754.254689796529,6
5362.912976462706,1
8204.934131016598,1
7332.772698228014,3
3717.645339992533,5
6516.309028941862,2
10054.49036541345,6
7381.581803801277,6
8656.539653228561,2
7315.110316318871,5
9128.9484405876,4
8678.76136303928,1
7541.556589670838,4
5732.703527102592,2
8381.568927111803,5
4737.9716438278065,2
8490.644819874402,1
9255.07161952526,2
6512.1332313695275,6
5187.099885280226,6
9476.730629774684,5
7521.682937131609,5
7155.569377009683,5
7867.985898458394,1
6572.4033278069255,2
4390.216730001978,1
6377.761145922634,1
7544.573884016075,2
7552.062247600216,4
3984.62342595676,2
6970.363121742883,6
10799.834447397527,1
7593.621887576409,3
9245.007282913653,4
8657.446764025293,4
6213.211521644496,3
6270.386323623939,4
8302.197208225129,2
6411.720754146632,3
9798.601925262214,3
6889.6498510995025,3
9158.732633493408,2
8265.93343165683,4
8455.989470058068,4
6277.355106810281,6
9664.542849806227,5
12171.13002931872,2
5633.977317581537,4
9382.142508713885,5
7508.015391654809,5
5892.308887913546,6
5381.091499480799,1
5778.859035217419,2
6040.091667274633,5
5176.13821311388,3
9703.479657695154,3
7482.102982339443,1
8325.965752084736,6
5195.101095030568,5
9902.925465396514,3
6435.965324923563,5
10094.915854240937,3
8395.882603970545,2
5588.559868263694,4
8231.430917468682,3
7439.209743185824,2
5559.93293566956,4
5364.72710376888,1
9142.465436645372,4
9916.200189417032,2
5413.28308706772,6
7718.815793429804,3
4547.739197996865,6
9177.403130652672,1
7655.377698738433,5
4839.981416901992,6
6601.913458927231,1
6411.061606745237,4
5783.215420379527,2
9404.820565995324,1
5816.861727464206,1
10858.686588602408,3
9225.529445946871,4
6841.648445380917,3
12073.770787949008,6
6768.125766732667,3
4727.537797189349,4
9490.297407091839,1
5781.787368879739,2
9998.518619713215,2
4728.329321617848,4
5802.812125747301,4
6425.995032433575,2
8642.380524538808,2
6535.575395836362,6
6415.842842974736,5
8822.498863995417,4
9849.088186089873,6
6910.372648352722,3
5507.652901246745,1
10406.223017596014,1
7206.207337679676,5
8336.961079845141,6
6556.192976736084,4
6730.769989090974,1
6555.703803063799,1
9168.086465017474,1
9878.663394304913,2
6473.978822769495,5
6717.192292648266,6
9959.625636090776,3
11297.983422682657,2
8640.704285268115,4
8195.996449232929,5
11354.614312809352,2
7995.723954838516,2
7999.593174052666,5
6567.991830272046,6
8902.552589351773,4
6258.011819138054,5
6661.74636404804,5
6959.335955939745,4
8664.797839975812,2
6924.713763075661,4
9293.538929746665,3
5578.068922532901,4
6834.308318586757,3
7739.037495669029,5
7882.390120140868,1
8985.582937394132,5
5710.822125321854,3
7615.203549389467,4
5582.555727131727,3
8790.335213243232,1
6595.573645066506,5
9154.10795190173,3
7543.704549153188,2
7748.158943419081,5
12814.259122719675,5
9520.96943951374,3
8880.195430245345,3
7531.780983476657,1
6808.656938223832,6
6563.394341977078,2
10291.61876940731,3
6313.857403092787,1
8654.424056392116,3
6401.202760313319,5
5802.596470825093,6
6724.907903457602,6
8963.035992374284,5
9666.094662368745,5
7998.793770662199,6
7298.155323244609,5
8688.092052082306,4
7216.0595130477905,5
6804.98427455627,2
5774.795671898876,5
9743.740102158023,4
6513.152879699077,3
5652.934024754679,3
7140.881604033569,4
9330.338681966996,5
9019.45442561257,1
7194.734705060352,2
6672.7669489345235,5
12002.42722598101,4
6045.373210912092,6
7602.229554394364,5
6278.190603802297,4
9310.877094161819,5
9359.333553284918,1
5516.080296145843,6
8005.976435680181,1
2884.6629121058713,2
7821.0664777670445,2
2067.851739596953,4
8238.715913128577,1
6966.832303944657,2
4756.364334531033,4
8635.163596123173,6
7654.1517908965,2
5724.744123718886,6
9005.032756731043,1
7389.058127492699,6
8353.172502033383,5
6897.914102841836,3
7222.190342071943,1
10651.025318589682,6
6386.889280967329,2
8099.010360796704,3
8116.933538633738,1
5211.372116469422,2
8137.986589564092,1
4325.726063219057,6
11582.689092000892,6
10349.372474283577,6
3587.804110986812,4
9762.969476537288,2
7688.3337851573215,3
4557.044290829752,1
3925.047326265979,2
7423.1046620689385,6
10818.322775643685,5
12230.860590363573,2
8078.743042842836,1
5500.714396154275,5
11190.452599910348,3
5642.398300368814,5
6826.862022327082,1
8864.207865297954,5
10140.793844708129,6
5219.473777333489,1
7459.638664245742,5
8806.353909981946,4
2679.648633317496,3
3793.0754106144946,3
4218.458500523024,3
8027.819575905684,4
8695.744190347916,3
9913.583263507004,5
8160.223548890676,6
12228.56523221439,2
8766.290194239247,6
10183.65262118912,4
9412.474048421465,4
8048.023302399614,1
10719.614938262628,4
8838.975691743677,3
6329.477221961278,4
7896.180383249075,4
6854.813494137059,5
5953.297601823089,5
6132.463912298196,6
8755.206692228561,4
4739.2940247878105,3
8049.840851360975,5
6473.320631178924,2
5493.609506258801,5
7319.965970285582,1
7789.469610043195,1
11579.71289666105,4
5441.90741907344,4
8114.405287834234,3
8427.145081516219,6
7306.7268416412,6
10378.779262147049,2
8006.839769637904,3
9257.22729789719,3
6239.680084000368,6
5015.307456802192,1
7121.389362779099,6
7091.566446964451,6
6791.7856461856145,2
8063.508737721819,6
6577.798712359056,2
6628.004267738404,5
10399.972510125779,4
5566.347900566501,4
10170.016236154474,1
9209.188645227008,1
9780.694543633756,5
9780.289325816291,5
7273.479842232881,3
6138.965818083294,4
6879.209802834964,5
7486.961648951102,2
5157.885707502703,3
8316.722194407608,3
6672.897215086916,4
7863.192195281238,4
7115.746809963682,4
9350.502519178392,1
8572.340847379879,4
6273.385726406537,1
7672.0814525251735,5
3155.7476918573757,2
6608.697396297498,2
8043.0779240761585,3
5579.73792450152,3
9025.105113677919,3
4905.167808229764,2
8113.639476401772,3
7193.103738425171,1
9682.729104876902,3
6386.056158102352,5
7142.173419273482,3
10158.051708958345,1
10185.351762998376,6
3693.441332119295,2
4546.015407058914,6
10305.536182003165,2
9831.349333622427,2
9123.28711372779,1
7288.024351367669,2
7453.106616150195,4
4567.714362381299,3
6633.022424305262,1
9288.420688161083,3
7272.144060838495,5
9346.649460518775,3
9605.932298859785,1
9417.466879009404,4
8402.747891566605,4
6961.073232363969,2
7974.648692954707,4
5521.809653970704,5
4246.904705102935,5
7900.937999746277,3
6310.728789141368,5
6126.1972738212025,1
7174.941539284303,2
9257.379125042495,5
9836.985975980771,2
5634.495953985896,6
11426.807993910921,2
8314.71727925052,3
8604.604827332581,1
5536.618631745539,6
7399.871033644953,3
7301.729663153791,5
3988.1489872387083,6
7422.117167310457,6
9099.985473767108,5
6442.290047248071,2
5993.851623035188,6
9625.526858238773,4
7894.92069516456,2
7369.574978742814,1
7833.795623961779,4
8644.557052424449,4
9242.558125373456,4
9502.994892506964,5
8358.47756369291,1
10094.74341167356,5
3856.84160200055,2
9687.44144785032,6
7093.598578833852,2
5191.035687943019,2
9611.192257293591,2
7597.0899749548935,5
9376.354837237734,4
7017.954764777542,1
8234.907568047578,3
7198.416005741986,6
7561.898030414114,3
6373.423598785135,2
5144.2457752391165,6
5455.675238666711,5
7968.895937462412,2
6412.114060516784,6
8597.749310458397,5
7237.326157252171,6
6558.945626780022,4
11000.363530086503,1
6284.401727696142,2
7856.5516047051005,1
10980.868682032455,4
9367.462221558893,3
8132.381701256162,6
6134.79421130994,2
3431.324209830857,6
2311.5249862341443,3
6726.0387023724625,1
10947.492995192104,6
5960.975142731371,6
5473.160913761413,1
7022.736294286078,3
7765.163705368402,4
8058.7705553757405,1
9816.728314368562,6
5748.928233036824,5
10042.618204760494,1
8802.499840280105,1
6314.32271736257,5
5668.079976155897,6
4851.695544493974,1
9830.862627752374,4
6883.29145481987,5
6876.860522388322,1
7986.66422337531,5
5278.783533042395,1
10540.994272126922,1
8159.250584511617,2
8102.896301662875,1
7311.624051389261,2
4756.588507467207,1
9619.266390270153,6
12039.114081764543,6
5800.606052338819,4
5645.8346477209725,3
5796.413663642856,2
6038.107411851133,3
10421.892768157955,3
5469.429466239966,4
12215.242051808324,4
11243.979461527282,4
9114.331847852678,3
8696.09906281481,1
9264.237368557579,5
6429.343168080857,4
5219.089122234607,6
7766.573949138563,2
4811.976566924732,1
6038.778599924712,4
9074.57832216206,6
8345.544390813751,4
10334.065412931184,6
6939.382329352174,4
11059.043661836371,5
6199.215775668381,1
9340.999128368956,4
7849.196695706469,1
9727.276716274613,1
6059.0561606725705,3
9292.455760384972,1
8473.070871576796,5
5813.066954335971,5
12051.064092786273,5
7286.830775586521,5
9235.6722460828,4
8775.952844959982,1
5091.799281518144,3
9503.923005064538,4
5162.139713126971,2
6708.409422367245,4
8224.825355737861,4
7651.829603938885,4
8800.754709747342,4
2886.844824117181,3
4698.10907035644,5
8904.177284627958,1
7212.157254025162,6
8274.350767397471,5
8419.42900315124,3
5598.727869002579,3
4973.648224933093,4
9123.645818015972,6
6168.384526013,4
8039.534500183825,1
7379.203317490812,4
5352.61612252064,1
6617.648394784471,3
9657.412496335386,6
8000.997604232429,6
6967.396212803607,1
8441.803326331803,1
10398.989585981582,2
7606.508210296426,4
11887.040307786063,5
8304.783716994942,2
7064.800164164515,2
8399.177454319974,2
12185.941693781373,5
10406.161999970656,5
4827.200189206591,2
4649.945724529385,6
7088.207229834256,3
12067.897730388038,2
7969.229006801154,6
6207.311945238605,6
11713.08672257795,1
9644.177468024493,1
6995.555298541472,6
6413.690252826082,5
9603.65949454399,1
5679.801167515476,4
6579.891192678699,4
7858.8632128487825,2
6604.736450780019,6
5769.445016307168,4
8313.243208302503,4
7886.702159742499,6
8045.628304910345,2
3563.0992556879482,4
9784.181162095454,3
3738.4756844482745,6
8158.365247560814,6
12105.338027224145,4
9357.426345983562,5
6957.235420008115,3
6513.104559668784,2
7313.199380086475,6
9846.22830207491,6
8753.05689243797,2
7592.333966790413,3
9593.927553750396,2
4935.1428443942095,5
6345.318145991076,6
6520.536292504768,1
9757.990243351673,1
8053.794547000534,2
12463.098099169867,6
9174.085164182889,5
6122.225905244921,2
9446.037736158309,1
6132.996248609007,5
6677.357530479268,2
7341.640832346014,4
8161.828160632939,1
7943.281625634888,1
7936.935316337634,5
5550.9345647625505,4
7493.598288281926,4
8123.814875101424,6
9228.3339608073,6
6567.2112782806125,3
1997.9614191297833,1
9742.846791511205,3
8636.022303603766,4
4834.748417536319,5
4547.561108938076,2
8823.531540744583,6
6895.144952687151,2
4658.6594343780025,1
5371.431501036357,4
7218.260361492046,3
5983.526897070862,5
6500.137936972116,2
7654.011226635888,2
9591.97875666571,2
8652.305333018758,6
7950.0906145583895,3
10328.01094454771,6
5621.156751112789,6
7381.580207090682,6
6293.714158994364,6
7234.802454588218,1
7409.510283344441,1
6218.327228622016,6
6751.814589099653,5
8843.753087496714,3
7281.274495614563,1
1697.5368729108222,4
8894.730592095078,3
8589.849784557227,6
4949.018263484746,6
10539.738247336176,2
7002.588843114664,2
9523.72022234187,3
7584.398302796094,3
6527.918224195176,3
8275.108966117952,2
6454.706174267924,5
7192.571180468826,6
4356.392478542852,1
6891.70710899273,3
5032.098683482093,1
7487.27594625468,4
8506.052289707852,1
7606.098517720948,1
9356.155459782149,4
11455.98734644374,4
7278.842527968399,6
7652.546543396739,3
6189.325994813532,6
3717.654327391548,4
7770.594428870102,4
8864.427483975627,2
7535.12957405764,1
5863.11483994421,5
5563.750572683083,6
4971.77538434273,1
7285.758539037315,5
5496.3401375265175,4
9815.736528648215,6
9012.158958941822,6
9596.50829847206,2
10052.000465834073,6
6743.098105512845,1
9167.141485396882,1
6985.196106776537,5
7009.151160510542,6
7096.481387237949,3
5857.345399819755,6
7220.252952416869,1
7249.817440835096,4
8842.171061164267,5
7059.662013028496,1
6414.988804577642,3
8880.844326380171,1
5691.34460439002,6
7234.605396037296,5
8821.346994287407,3
9149.437106145871,2
10131.562721241566,1
8299.847527271215,3
7730.185590477555,4
10683.711199216561,5
5836.72073618354,3
9069.961928407218,5
7757.141585159886,6
3194.143644776771,6
10696.078455024426,2
5881.800600348077,5
13197.482686269112,2
7807.159819413493,6
5592.8758458171815,1
9103.887339898265,1
6726.445001863854,1
7630.2844222244685,4
8612.351318676083,1
7715.168741535765,4
7527.059422629799,4
6502.08817882237,2
3191.017125461347,1
8275.054346879264,4
8631.92592878067,5
11613.387132194774,2
9167.742388131292,1
5462.259678294395,6
3405.869336453852,4
2835.043562007273,4
7596.831055006785,2
8749.131631423632,2
8354.804108246533,2
8162.315841475989,6
10273.763452485553,1
8281.932649497116,4
5623.083456291623,5
6376.133400819728,6
8421.175790298192,5
7922.639103704933,5
7418.241046047439,2
6568.6039945575085,2
5699.728646846944,6
10868.577512729751,6
5656.489657780361,2
6328.249325320732,1
7608.245868171334,6
8235.644801334727,6
7982.164621910725,4
4296.697510772572,5
8252.663412775899,4
9744.823813730107,5
8049.084600867509,4
11641.87252995038,2
10357.709369479584,1
6843.334662072684,5
6463.570352024932,3
5486.370980241984,5
7606.8083837892445,6
8212.771655202821,1
9881.28608048848,4
7489.885007346687,5
5993.5956383388075,4
9768.981017462826,2
5184.123239648302,1
8427.22045655064,1
7951.663191167872,5
7748.720039313485,4
6973.05361185627,3
9931.494759107834,4
8205.14574055494,4
8388.974865464175,6
8918.644371727578,4
4711.982549467937,4
5418.8695853909085,4
5974.292665165471,6
7670.868118803052,5
5844.132062050388,5
5948.467469561279,3
7094.849071918771,6
9461.996681711222,1
9420.61127847304,1
8794.890623659081,3
8678.505604533024,6
7508.223731270839,6
8058.418272958039,4
7559.676601746042,2
7758.105521201761,5
7993.30487506562,3
6925.404346636202,1
3580.7666498750136,4
8943.460191375892,4
7728.05181852128,6
4316.198499588827,4
8958.346633342639,2
8241.73270984695,3
4475.556561596976,5
11021.88091659496,5
7393.856485015929,5
12112.716036375801,4
9811.252616787238,1
10723.722936643202,4
7608.324912640463,4
7924.170028128268,6
8826.314718276952,6
8145.737593891143,2
8855.850469977788,4
7358.541458803304,4
4068.559888130056,2
6627.286470469729,4
8428.688047826403,3
8266.690434874474,3
11500.600198078268,3
6799.581651387826,2
8293.632486698285,6
8901.387435596325,5
8471.447760773333,3
5925.585474015699,1
8385.361545658205,6
5536.006563033129,1
6630.58562806194,4
7173.7094602615625,6
7145.214993507556,5
4430.835666559817,4
7425.31148453208,6
7763.362261308255,3
7966.935939314739,1
6992.74660084914,2
11449.791985837825,5
7867.235276140267,4
6645.314883707466,6
8128.439914630149,1
6227.8141518987795,3
9428.688292743524,3
8524.466842097005,5
10731.86185307162,4
9497.738284189669,3
10502.254191542153,1
3169.1027855536086,4
5455.7117606648635,1
8909.222103453285,3
6342.364798848829,1
10568.834031932882,3
7021.4325376920715,2
9753.078409367197,4
8472.969536814835,1
7326.7914875291,4
6106.474160901626,1
8152.026184719013,3
7158.548285781216,3
5903.480985046996,2
4665.80170629526,1
7691.032179877004,2
9483.242524697645,1
8084.405612660598,2
8945.689298200636,4
7254.538701030818,6
5916.087795218382,3
9012.906029668276,1
7032.599157803877,5
7602.076404125808,5
8975.223674858198,3
9009.980299186507,5
7706.452240400556,5
9258.988930996105,5
8577.41248271235,2
8618.506627883791,2
10204.771030350415,1
8680.876074843625,6
11164.984056990603,2
4807.955073354713,4
5686.435391275598,1
6540.110718017537,5
5369.440637418727,5
11126.921297126537,3
10686.033140865444,1
8988.973266624991,5
8219.78999578944,2
5439.928351805564,5
8450.486370412906,5
7784.803213718549,3
9217.973589103898,5
6620.163263310365,4
8654.410649146264,4
9531.57507016836,5
9340.464857987487,5
7813.574630641165,4
10233.06203203879,2
5762.381956046653,1
8058.839496359595,4
8656.638775854954,3
7498.973913627206,4
9025.128457409657,1
9572.344292683732,4
3923.1712052293437,6
10598.577178415277,1
6466.4284874473915,2
9859.121019257189,2
6174.860766445852,5
8497.839833816017,2
8555.062082282751,4
7200.3857033630065,3
6613.451485355101,4
13304.463769842145,2
6505.09798455606,3
10523.903600574802,2
13263.494827688513,1
6836.661227157286,4
4354.162963731819,3
7534.7549590109575,6
6599.634209252074,5
8887.039210709985,3
6619.515899240989,3
7138.163012591927,6
7429.672858328538,6
5131.823919167069,3
7132.38759364022,5
7371.657400217303,3
6131.2234843983515,4
8214.865089342462,3
9810.899513719254,2
7042.759482380564,3
7480.49208155381,3
7002.744017462434,5
11104.72414435707,1
6267.524923173702,5
6186.837442755175,5
6446.655427107036,3
10072.043517917466,6
10243.991884545434,1
5854.119180779573,5
9137.408379160603,2
6743.149405981015,1
4790.576788725554,6
4787.776219834046,5
7226.756729588759,3
9226.531987733693,6
7586.8061008929635,2
7812.720616690276,6
3984.5951536831158,1
6847.687651365592,6
7033.475373833441,2
6773.9740814245,4
5548.383002208492,5
11397.579792316632,3
8726.069291268033,6
9257.807338695276,6
7770.531061339877,4
10248.6008103451,3
5691.506201294448,5
9295.18715194536,6
5210.396146883642,4
7693.549009666811,1
7600.480064757734,4
7784.324343931479,6
7610.756171483515,6
3228.9338058202047,1
6775.5057645293455,1
7435.682367977093,3
6580.780221857027,2
4453.925793892944,2
6874.178372352888,6
8818.855572305514,1
10579.000731216753,5
7285.210074091548,2
7101.4565843963965,2
6015.049767030478,5
10666.788852416345,3
6109.83752018231,1
6886.988724327102,6
8451.983506576718,4
9453.8619050792,4
6515.74185506738,1
7143.371921403775,3
7069.232006535495,6
4821.387505505525,4
8401.209607087438,6
6309.890206838035,6
6642.39728985134,2
8181.670375244086,3
7691.370916849655,5
11047.355460706724,1
11041.636252897444,4
10415.474728419089,1
11527.630213434264,5
10720.481292571707,4
4216.862604994705,1
8606.560988327932,5
8139.6687047891755,2
8050.960076350432,5
6540.44825070025,3
4004.621816220493,3
6401.450721985371,5
6151.909055003687,6
8891.62714050984,6
6932.19703511821,2
9983.84443607985,1
11062.985301288161,1
5857.104001910828,2
5386.497655352837,4
8480.227843827637,5
8713.214802549603,3
7721.942774588035,3
5180.987024085778,3
8175.880448710215,6
7070.065548092372,6
8897.358447095123,1
7048.757114899338,1
9159.947786440438,2
9168.831577228932,4
6333.603456436658,6
8983.200435891677,5
8550.693627406798,3
7166.323446121711,2
9892.917721156595,4
4949.370475720667,1
6636.538098069007,3
9831.115799703552,5
7863.527827975554,6
7227.384018659563,3
6958.426196926683,3
5908.7917963334585,5
10265.104451706975,6
7868.1304404627845,2
7569.494189398099,5
9703.389420139716,6
9731.919928462376,6
7962.984231286682,5
12439.219268827015,1
4743.215583026078,2
10814.706036488831,2
8472.650219589794,4
9024.445565301347,4
5045.8410769947695,1
5512.454216603479,6
7294.981543121654,1
8169.58918474504,4
8151.48980601485,4
7183.530782412391,2
6237.861636801279,4
7771.315384220467,5
3877.488893592995,6
11796.118795392493,3
7192.294947401696,5
5916.895003527548,6
6063.590618803853,4
5258.949348258351,3
9580.84063658853,1
8533.653102021155,4
7257.635795050549,4
7212.409251759284,1
6701.949789075026,4
3449.3267376232247,3
9062.590214453494,1
7511.4540330807695,1
8696.843668884334,2
